time [ms]	Pressure [Hgmm]	illuminance [lux]
36.27 	 179.90 	 59.75
36.30 	 176.60 	 59.28
36.33 	 180.10 	 57.30
36.35 	 177.30 	 59.05
36.38 	 179.70 	 58.58
36.40 	 177.80 	 59.52
36.42 	 181.10 	 58.82
36.45 	 178.10 	 58.12
36.48 	 181.60 	 58.82
36.50 	 178.20 	 59.63
36.52 	 181.80 	 58.35
36.55 	 179.20 	 59.40
36.58 	 182.00 	 58.35
36.60 	 180.10 	 58.35
36.62 	 181.40 	 58.23
36.65 	 180.40 	 58.58
36.67 	 182.40 	 59.98
36.70 	 180.00 	 58.70
36.73 	 183.30 	 57.30
36.75 	 181.00 	 58.47
36.77 	 182.20 	 58.00
36.80 	 179.90 	 59.52
36.83 	 183.50 	 59.05
36.85 	 180.90 	 58.23
36.88 	 183.70 	 58.82
36.90 	 180.10 	 57.65
36.92 	 183.40 	 57.53
36.95 	 181.10 	 59.75
36.98 	 183.20 	 58.47
37.00 	 181.10 	 58.70
37.02 	 184.40 	 58.12
37.05 	 181.10 	 57.65
37.08 	 184.80 	 58.82
37.10 	 181.80 	 58.35
37.12 	 184.70 	 57.77
37.15 	 182.70 	 59.05
37.17 	 185.20 	 57.53
37.20 	 183.30 	 58.58
37.23 	 185.70 	 58.82
37.25 	 183.90 	 58.82
37.27 	 185.50 	 59.40
37.30 	 184.00 	 58.47
37.33 	 187.10 	 56.84
37.35 	 184.20 	 59.28
37.38 	 186.80 	 58.23
37.40 	 184.90 	 59.52
37.42 	 185.80 	 59.17
37.45 	 184.10 	 58.70
37.48 	 187.40 	 58.00
37.50 	 184.90 	 57.30
37.52 	 187.60 	 58.00
37.55 	 183.60 	 59.52
37.58 	 187.10 	 57.53
37.60 	 184.70 	 58.00
37.62 	 187.40 	 57.88
37.65 	 184.20 	 58.23
37.68 	 187.70 	 59.63
37.70 	 184.90 	 58.35
37.73 	 187.50 	 57.19
37.75 	 185.40 	 58.70
37.78 	 188.20 	 57.88
37.80 	 185.40 	 59.17
37.83 	 189.10 	 58.82
37.85 	 185.70 	 58.58
37.88 	 189.20 	 58.47
37.91 	 186.60 	 57.30
37.93 	 189.20 	 57.53
37.96 	 187.20 	 59.98
37.98 	 189.80 	 58.12
38.01 	 188.00 	 58.58
38.03 	 190.70 	 57.77
38.06 	 188.30 	 58.00
38.09 	 191.10 	 58.82
38.11 	 188.60 	 58.35
38.14 	 192.00 	 57.88
38.16 	 188.90 	 58.82
38.19 	 192.60 	 57.30
38.22 	 189.50 	 58.35
38.24 	 191.40 	 59.28
38.27 	 190.20 	 59.52
38.29 	 189.70 	 59.17
38.32 	 191.60 	 58.93
38.35 	 189.10 	 58.82
38.37 	 192.30 	 57.53
38.40 	 189.40 	 59.28
38.42 	 192.10 	 58.35
38.45 	 188.60 	 58.23
38.48 	 191.30 	 58.35
38.50 	 187.90 	 57.30
38.53 	 190.60 	 59.05
38.55 	 191.60 	 57.77
38.58 	 188.60 	 59.52
38.61 	 192.20 	 57.53
38.63 	 189.20 	 58.00
38.66 	 192.30 	 58.35
38.68 	 190.10 	 58.47
38.71 	 192.60 	 59.63
38.74 	 190.80 	 59.17
38.76 	 193.20 	 57.07
38.79 	 191.60 	 58.58
38.81 	 194.00 	 58.12
38.84 	 191.80 	 59.05
38.87 	 194.50 	 58.70
38.89 	 192.60 	 58.35
38.92 	 195.20 	 58.47
38.94 	 193.10 	 58.93
38.97 	 196.10 	 58.00
39.00 	 193.70 	 59.52
39.02 	 195.90 	 58.58
39.05 	 193.60 	 58.58
39.07 	 197.30 	 57.77
39.10 	 193.80 	 57.65
39.13 	 197.10 	 58.93
39.15 	 194.80 	 59.63
39.18 	 195.80 	 58.23
39.20 	 194.70 	 58.23
39.23 	 198.00 	 57.42
39.26 	 194.70 	 58.12
39.28 	 196.80 	 59.05
39.31 	 194.50 	 58.12
39.33 	 197.80 	 56.95
39.36 	 194.40 	 58.47
39.39 	 197.40 	 57.30
39.41 	 195.00 	 59.05
39.44 	 197.50 	 58.58
39.46 	 195.40 	 58.00
39.49 	 198.60 	 58.58
39.52 	 195.40 	 57.07
39.54 	 198.80 	 57.42
39.57 	 195.70 	 59.40
39.59 	 198.90 	 58.23
39.62 	 196.60 	 58.23
39.65 	 198.90 	 57.77
39.67 	 196.90 	 57.30
39.70 	 199.40 	 58.70
39.72 	 197.40 	 59.75
39.75 	 200.40 	 57.53
39.78 	 197.70 	 58.58
39.80 	 200.70 	 57.07
39.83 	 197.90 	 57.77
39.85 	 201.40 	 58.58
39.88 	 198.30 	 58.35
39.91 	 201.90 	 57.07
39.93 	 198.70 	 59.05
39.96 	 201.30 	 57.07
39.98 	 199.40 	 58.82
40.01 	 200.80 	 58.70
40.04 	 199.70 	 58.70
40.06 	 199.30 	 59.17
40.09 	 201.80 	 58.35
40.11 	 198.30 	 58.93
40.14 	 201.10 	 57.77
40.17 	 198.90 	 59.05
40.19 	 201.80 	 57.77
40.22 	 198.30 	 57.77
40.24 	 200.70 	 58.12
40.27 	 198.60 	 57.19
40.30 	 201.20 	 57.88
40.32 	 198.10 	 59.40
40.35 	 201.70 	 57.30
40.37 	 198.70 	 58.35
40.40 	 201.20 	 57.65
40.43 	 199.30 	 58.12
40.45 	 201.70 	 59.28
40.48 	 198.90 	 57.88
40.50 	 202.30 	 56.95
40.53 	 199.10 	 58.23
40.56 	 202.70 	 57.07
40.58 	 199.80 	 58.47
40.61 	 199.10 	 59.40
40.63 	 202.40 	 58.82
40.66 	 199.70 	 57.30
40.69 	 200.60 	 57.88
40.71 	 199.20 	 59.05
40.74 	 202.00 	 57.77
40.76 	 198.30 	 58.47
40.79 	 200.70 	 58.00
40.82 	 198.40 	 57.65
40.84 	 201.50 	 58.35
40.87 	 198.00 	 59.40
40.89 	 200.90 	 57.88
40.92 	 198.70 	 58.70
40.95 	 201.20 	 57.53
40.97 	 198.50 	 57.88
41.00 	 201.80 	 58.12
41.02 	 198.70 	 57.77
41.05 	 201.90 	 59.17
41.08 	 199.70 	 59.05
41.10 	 199.20 	 58.58
41.13 	 202.00 	 57.07
41.15 	 199.40 	 58.35
41.18 	 201.30 	 58.70
41.21 	 198.60 	 58.58
41.23 	 201.20 	 58.82
41.26 	 199.20 	 58.23
41.28 	 202.40 	 56.95
41.31 	 199.00 	 58.70
41.34 	 201.40 	 58.23
41.36 	 199.00 	 58.35
41.39 	 202.00 	 58.35
41.41 	 199.10 	 57.42
41.44 	 202.80 	 58.58
41.47 	 199.40 	 59.17
41.49 	 201.20 	 58.35
41.52 	 200.00 	 58.58
41.54 	 199.60 	 58.23
41.57 	 200.40 	 57.77
41.60 	 198.70 	 58.00
41.62 	 201.40 	 59.05
41.65 	 197.80 	 59.40
41.67 	 200.30 	 56.84
41.70 	 198.10 	 58.00
41.73 	 201.20 	 57.42
41.75 	 198.20 	 58.35
41.78 	 200.60 	 58.70
41.80 	 198.30 	 57.53
41.83 	 201.50 	 56.60
41.86 	 198.00 	 58.35
41.88 	 201.00 	 57.42
41.91 	 198.80 	 59.05
41.93 	 201.30 	 58.58
41.96 	 198.90 	 57.88
41.99 	 202.20 	 58.00
