time [ms]	Pressure [Hgmm]	illuminance [lux]
28.57 	 97.10 	 58.43
28.60 	 96.40 	 58.47
28.62 	 97.30 	 58.54
28.65 	 96.80 	 58.63
28.68 	 97.20 	 58.73
28.70 	 97.40 	 58.85
28.73 	 97.20 	 58.98
28.75 	 97.80 	 59.11
28.77 	 97.30 	 59.20
28.80 	 98.20 	 59.26
28.82 	 97.60 	 59.26
28.85 	 98.40 	 59.19
28.88 	 97.90 	 59.06
28.90 	 98.60 	 58.87
28.93 	 99.10 	 58.65
28.95 	 99.20 	 58.43
28.98 	 100.10 	 58.22
29.00 	 98.30 	 58.07
29.02 	 99.60 	 57.97
29.05 	 99.40 	 57.94
29.07 	 99.50 	 57.96
29.10 	 98.80 	 58.03
29.12 	 98.70 	 58.11
29.15 	 99.10 	 58.20
29.18 	 98.70 	 58.27
29.20 	 99.00 	 58.31
29.23 	 99.40 	 58.32
29.25 	 99.10 	 58.32
29.27 	 100.00 	 58.31
29.30 	 99.30 	 58.31
29.32 	 100.20 	 58.32
29.35 	 99.50 	 58.36
29.38 	 100.40 	 58.42
29.40 	 99.70 	 58.50
29.43 	 100.50 	 58.60
29.45 	 100.20 	 58.72
29.48 	 100.70 	 58.83
29.50 	 100.70 	 58.95
29.52 	 100.70 	 59.06
29.55 	 101.00 	 59.15
29.57 	 100.90 	 59.23
29.60 	 101.60 	 59.29
29.62 	 100.80 	 59.31
29.65 	 102.10 	 59.30
29.68 	 101.10 	 59.25
29.70 	 102.10 	 59.15
29.73 	 101.50 	 59.02
29.75 	 102.30 	 58.84
29.77 	 103.00 	 58.65
29.80 	 102.80 	 58.46
29.82 	 103.50 	 58.29
29.85 	 102.80 	 58.16
29.88 	 102.70 	 58.09
29.90 	 103.50 	 58.07
29.93 	 102.70 	 58.10
29.95 	 102.40 	 58.17
29.98 	 102.90 	 58.26
30.00 	 102.50 	 58.35
30.02 	 102.50 	 58.44
30.05 	 103.10 	 58.52
30.07 	 102.70 	 58.58
30.10 	 103.40 	 58.63
30.12 	 103.00 	 58.67
30.15 	 103.20 	 58.70
30.18 	 103.30 	 58.73
30.20 	 103.30 	 58.77
30.23 	 103.80 	 58.80
30.25 	 103.30 	 58.83
30.27 	 104.20 	 58.86
30.30 	 103.70 	 58.90
30.32 	 104.30 	 58.94
30.35 	 103.80 	 58.99
30.38 	 104.60 	 59.05
30.40 	 104.20 	 59.12
30.43 	 104.70 	 59.20
30.45 	 104.40 	 59.28
30.48 	 105.10 	 59.36
30.50 	 104.70 	 59.41
30.52 	 105.10 	 59.43
30.55 	 104.80 	 59.42
30.57 	 105.70 	 59.36
30.60 	 105.30 	 59.26
30.62 	 105.80 	 59.13
30.65 	 105.80 	 58.97
30.68 	 106.40 	 58.81
30.70 	 107.30 	 58.66
30.73 	 105.90 	 58.54
30.75 	 107.80 	 58.46
30.77 	 105.80 	 58.43
30.80 	 107.00 	 58.43
30.82 	 105.60 	 58.47
30.85 	 106.40 	 58.53
30.88 	 106.00 	 58.60
30.90 	 105.60 	 58.67
30.93 	 106.00 	 58.73
30.95 	 106.00 	 58.78
30.98 	 106.20 	 58.81
31.00 	 106.70 	 58.84
31.02 	 106.30 	 58.87
31.05 	 106.80 	 58.91
31.07 	 107.20 	 58.96
31.10 	 106.80 	 59.02
31.12 	 107.40 	 59.08
31.15 	 107.20 	 59.16
31.18 	 107.70 	 59.24
31.20 	 107.70 	 59.31
31.23 	 108.00 	 59.36
31.25 	 107.80 	 59.40
31.27 	 108.40 	 59.39
31.30 	 108.20 	 59.34
31.32 	 109.00 	 59.24
31.35 	 109.00 	 59.09
31.38 	 110.20 	 58.90
31.40 	 108.50 	 58.67
31.43 	 110.50 	 58.41
31.45 	 108.80 	 58.14
31.48 	 109.90 	 57.88
31.50 	 109.00 	 57.63
31.52 	 110.10 	 57.43
31.55 	 109.60 	 57.26
31.57 	 109.40 	 57.14
31.60 	 109.50 	 57.06
31.62 	 109.80 	 57.02
31.65 	 109.20 	 57.02
31.68 	 110.10 	 57.04
31.70 	 109.70 	 57.08
31.73 	 109.70 	 57.12
31.75 	 110.00 	 57.17
31.77 	 109.80 	 57.20
31.80 	 110.50 	 57.23
31.82 	 110.10 	 57.25
31.85 	 110.80 	 57.27
31.88 	 110.30 	 57.27
31.90 	 111.10 	 57.27
31.93 	 110.70 	 57.27
31.95 	 111.50 	 57.27
31.98 	 110.80 	 57.27
32.00 	 112.00 	 57.27
32.02 	 111.00 	 57.28
32.05 	 111.90 	 57.31
32.08 	 111.30 	 57.35
32.10 	 112.10 	 57.41
32.12 	 111.50 	 57.48
32.15 	 112.20 	 57.56
32.17 	 111.80 	 57.62
32.20 	 112.00 	 57.67
32.23 	 112.40 	 57.69
32.25 	 112.20 	 57.67
32.27 	 112.70 	 57.63
32.30 	 112.40 	 57.57
32.33 	 113.30 	 57.52
32.35 	 112.80 	 57.48
32.38 	 113.40 	 57.47
32.40 	 112.60 	 57.51
32.42 	 113.50 	 57.60
32.45 	 112.90 	 57.73
32.48 	 113.00 	 57.88
32.50 	 113.10 	 58.05
32.52 	 112.60 	 58.21
32.55 	 113.30 	 58.36
32.58 	 112.70 	 58.48
32.60 	 113.30 	 58.58
32.62 	 112.70 	 58.66
32.65 	 113.60 	 58.72
32.67 	 113.30 	 58.77
32.70 	 113.80 	 58.82
32.73 	 114.10 	 58.86
32.75 	 114.00 	 58.90
32.77 	 114.40 	 58.93
32.80 	 114.60 	 58.95
32.83 	 114.80 	 58.96
32.85 	 114.70 	 58.97
32.88 	 115.00 	 58.97
32.90 	 115.50 	 58.97
32.92 	 115.10 	 58.98
32.95 	 115.80 	 59.01
32.98 	 115.00 	 59.04
33.00 	 115.70 	 59.09
33.02 	 115.20 	 59.15
33.05 	 115.70 	 59.22
33.08 	 115.30 	 59.28
33.10 	 115.70 	 59.33
33.12 	 115.40 	 59.35
33.15 	 115.70 	 59.35
33.17 	 115.50 	 59.31
33.20 	 116.00 	 59.24
33.23 	 116.00 	 59.14
33.25 	 116.70 	 59.02
33.27 	 116.90 	 58.89
33.30 	 117.60 	 58.78
33.33 	 117.00 	 58.69
33.35 	 117.40 	 58.63
33.38 	 116.60 	 58.61
33.40 	 117.10 	 58.63
33.42 	 116.40 	 58.68
33.45 	 116.80 	 58.75
33.48 	 116.40 	 58.83
33.50 	 116.90 	 58.90
33.52 	 116.60 	 58.96
33.55 	 117.00 	 59.01
33.58 	 117.00 	 59.04
33.60 	 117.20 	 59.06
33.62 	 117.60 	 59.07
33.65 	 117.20 	 59.07
33.67 	 117.70 	 59.07
33.70 	 117.90 	 59.07
33.73 	 117.70 	 59.08
33.75 	 118.20 	 59.10
33.77 	 118.10 	 59.13
33.80 	 117.80 	 59.16
33.83 	 118.90 	 59.19
33.85 	 118.40 	 59.22
33.88 	 118.90 	 59.24
33.90 	 118.80 	 59.25
33.92 	 119.00 	 59.25
33.95 	 119.40 	 59.23
33.98 	 119.10 	 59.20
34.00 	 119.60 	 59.16
34.02 	 119.50 	 59.12
34.05 	 120.10 	 59.08
34.08 	 120.20 	 59.04
34.10 	 120.80 	 59.00
34.12 	 120.70 	 58.98
34.15 	 120.10 	 58.96
34.17 	 120.20 	 58.95
34.20 	 120.20 	 58.94
34.23 	 119.90 	 58.95
34.25 	 119.90 	 58.95
34.27 	 120.00 	 58.97
34.30 	 120.10 	 59.00
34.33 	 120.30 	 59.03
34.35 	 120.20 	 59.08
34.38 	 120.60 	 59.12
34.40 	 120.50 	 59.17
34.42 	 120.80 	 59.23
34.45 	 121.20 	 59.27
34.48 	 120.90 	 59.32
34.50 	 121.40 	 59.35
34.52 	 121.40 	 59.38
34.55 	 121.50 	 59.39
34.58 	 121.90 	 59.40
34.60 	 121.60 	 59.40
34.62 	 122.30 	 59.40
34.65 	 122.00 	 59.39
34.67 	 122.20 	 59.39
34.70 	 122.20 	 59.38
34.73 	 122.30 	 59.38
34.75 	 122.60 	 59.37
34.77 	 122.40 	 59.37
34.80 	 123.10 	 59.36
34.83 	 123.40 	 59.34
34.85 	 123.50 	 59.33
34.88 	 123.70 	 59.31
34.90 	 123.10 	 59.28
34.92 	 123.40 	 59.26
34.95 	 122.90 	 59.25
34.98 	 123.30 	 59.24
35.00 	 122.60 	 59.24
35.02 	 123.70 	 59.24
35.05 	 122.90 	 59.26
35.08 	 123.70 	 59.28
35.10 	 123.60 	 59.31
35.12 	 123.60 	 59.35
35.15 	 124.00 	 59.38
35.17 	 124.00 	 59.42
35.20 	 124.00 	 59.45
35.23 	 124.50 	 59.48
35.25 	 124.30 	 59.50
35.27 	 124.60 	 59.50
35.30 	 124.50 	 59.50
35.33 	 124.70 	 59.49
35.35 	 125.00 	 59.47
35.38 	 124.80 	 59.44
35.40 	 125.10 	 59.42
35.42 	 125.10 	 59.40
35.45 	 125.00 	 59.39
35.48 	 126.10 	 59.39
35.50 	 125.80 	 59.40
35.52 	 126.30 	 59.41
35.55 	 126.00 	 59.43
35.58 	 125.90 	 59.44
35.60 	 125.90 	 59.45
35.62 	 125.70 	 59.46
35.65 	 126.30 	 59.46
35.67 	 126.00 	 59.46
35.70 	 126.30 	 59.45
35.73 	 126.20 	 59.45
35.75 	 126.40 	 59.44
35.77 	 126.70 	 59.44
35.80 	 126.30 	 59.45
35.83 	 127.00 	 59.46
35.85 	 126.90 	 59.48
35.88 	 126.80 	 59.50
35.90 	 126.90 	 59.53
35.92 	 127.20 	 59.57
35.95 	 127.20 	 59.60
35.98 	 127.60 	 59.64
36.00 	 127.60 	 59.67
36.02 	 127.70 	 59.69
36.05 	 127.70 	 59.71
36.08 	 127.80 	 59.71
36.10 	 128.30 	 59.71
36.12 	 128.50 	 59.69
36.15 	 128.80 	 59.66
36.17 	 129.10 	 59.63
36.20 	 128.30 	 59.60
36.23 	 129.00 	 59.58
36.25 	 128.10 	 59.56
36.27 	 129.00 	 59.56
36.30 	 128.60 	 59.56
36.33 	 128.70 	 59.58
36.35 	 129.10 	 59.61
36.38 	 128.90 	 59.63
36.40 	 129.50 	 59.65
36.42 	 129.10 	 59.67
36.45 	 129.30 	 59.67
36.48 	 129.70 	 59.67
36.50 	 129.40 	 59.65
36.52 	 129.70 	 59.64
36.55 	 129.50 	 59.62
36.58 	 129.80 	 59.62
36.60 	 130.00 	 59.62
36.62 	 129.90 	 59.63
36.65 	 130.30 	 59.65
36.67 	 130.60 	 59.68
36.70 	 130.40 	 59.70
36.73 	 130.90 	 59.72
36.75 	 131.40 	 59.73
36.77 	 131.10 	 59.72
36.80 	 131.30 	 59.70
36.83 	 130.80 	 59.68
36.85 	 131.00 	 59.66
36.88 	 131.20 	 59.64
36.90 	 130.80 	 59.63
36.92 	 131.40 	 59.63
36.95 	 131.10 	 59.65
36.98 	 131.30 	 59.67
37.00 	 131.60 	 59.69
37.02 	 131.60 	 59.72
37.05 	 131.50 	 59.74
37.08 	 132.00 	 59.76
37.10 	 131.80 	 59.78
37.12 	 132.10 	 59.79
37.15 	 132.30 	 59.79
37.17 	 132.10 	 59.80
37.20 	 132.30 	 59.80
37.23 	 132.40 	 59.81
37.25 	 132.80 	 59.82
37.27 	 132.70 	 59.83
37.30 	 133.20 	 59.84
37.33 	 133.10 	 59.83
37.35 	 133.60 	 59.83
37.38 	 133.90 	 59.81
37.40 	 133.60 	 59.80
37.42 	 134.00 	 59.78
37.45 	 133.40 	 59.78
37.48 	 133.70 	 59.78
37.50 	 133.60 	 59.80
37.52 	 133.60 	 59.82
37.55 	 133.90 	 59.85
37.58 	 133.90 	 59.87
37.60 	 133.80 	 59.88
37.62 	 134.70 	 59.89
37.65 	 134.00 	 59.87
37.67 	 134.20 	 59.85
37.70 	 134.70 	 59.82
37.73 	 134.40 	 59.78
37.75 	 134.70 	 59.76
37.77 	 134.70 	 59.74
37.80 	 134.80 	 59.74
37.83 	 135.20 	 59.75
37.85 	 135.10 	 59.78
37.88 	 134.90 	 59.81
37.90 	 135.40 	 59.84
37.92 	 135.80 	 59.86
37.95 	 135.90 	 59.88
37.98 	 136.30 	 59.89
38.00 	 136.00 	 59.89
38.02 	 135.90 	 59.88
38.05 	 136.00 	 59.87
38.08 	 136.10 	 59.87
38.10 	 135.90 	 59.87
38.12 	 136.50 	 59.88
38.15 	 136.20 	 59.89
38.17 	 136.50 	 59.90
38.20 	 136.60 	 59.90
38.23 	 136.50 	 59.90
38.25 	 136.50 	 59.90
38.27 	 136.70 	 59.89
38.30 	 136.70 	 59.88
38.33 	 136.90 	 59.87
38.35 	 137.30 	 59.88
38.38 	 137.20 	 59.89
38.40 	 137.60 	 59.91
38.42 	 137.50 	 59.94
38.45 	 137.60 	 59.97
38.48 	 137.60 	 59.99
38.50 	 138.00 	 60.00
38.52 	 138.20 	 60.00
38.55 	 138.20 	 59.99
38.58 	 138.60 	 59.96
38.60 	 138.10 	 59.93
38.62 	 138.30 	 59.88
38.65 	 138.70 	 59.84
38.67 	 138.50 	 59.81
38.70 	 138.60 	 59.79
38.73 	 138.70 	 59.78
38.75 	 138.70 	 59.78
38.77 	 138.60 	 59.80
38.80 	 139.00 	 59.82
38.83 	 138.90 	 59.85
38.85 	 138.70 	 59.89
38.88 	 139.60 	 59.92
38.90 	 139.50 	 59.96
38.92 	 139.50 	 60.00
38.95 	 139.60 	 60.03
38.98 	 139.70 	 60.05
39.00 	 139.90 	 60.07
39.02 	 140.00 	 60.08
39.05 	 140.40 	 60.08
39.08 	 140.70 	 60.07
39.10 	 140.70 	 60.05
39.12 	 141.10 	 60.03
39.15 	 140.80 	 59.99
39.17 	 140.80 	 59.96
39.20 	 140.70 	 59.93
39.23 	 140.80 	 59.91
39.25 	 140.30 	 59.89
39.27 	 141.90 	 59.89
39.30 	 140.50 	 59.90
39.33 	 141.80 	 59.91
39.35 	 140.90 	 59.93
39.38 	 141.40 	 59.94
39.40 	 141.50 	 59.95
39.42 	 142.00 	 59.94
39.45 	 141.70 	 59.93
39.48 	 142.20 	 59.90
39.50 	 142.00 	 59.88
39.52 	 142.20 	 59.86
39.55 	 142.40 	 59.84
39.58 	 142.40 	 59.83
39.60 	 142.50 	 59.83
39.62 	 142.70 	 59.83
39.65 	 142.70 	 59.84
39.67 	 143.30 	 59.85
39.70 	 143.50 	 59.86
39.73 	 142.80 	 59.86
39.75 	 142.70 	 59.87
39.77 	 143.00 	 59.87
39.80 	 143.30 	 59.88
39.83 	 142.90 	 59.89
39.85 	 143.70 	 59.91
39.88 	 143.00 	 59.94
39.90 	 144.00 	 59.97
39.92 	 143.10 	 60.00
39.95 	 144.60 	 60.03
39.98 	 143.70 	 60.06
40.00 	 144.00 	 60.08
40.02 	 143.90 	 60.09
40.05 	 144.40 	 60.08
40.08 	 143.70 	 60.07
40.10 	 144.40 	 60.05
40.12 	 144.50 	 60.03
40.15 	 144.40 	 60.01
40.17 	 144.80 	 60.00
40.20 	 144.80 	 59.99
40.23 	 144.50 	 59.99
40.25 	 145.30 	 59.99
40.27 	 145.30 	 60.00
40.30 	 144.60 	 60.00
40.33 	 144.90 	 60.00
40.35 	 144.50 	 60.00
40.38 	 144.40 	 60.00
40.40 	 144.20 	 60.01
40.42 	 144.50 	 60.01
40.45 	 144.40 	 60.02
40.48 	 144.10 	 60.04
40.50 	 144.20 	 60.06
40.52 	 144.50 	 60.09
40.55 	 143.90 	 60.11
40.58 	 144.40 	 60.14
40.60 	 144.20 	 60.15
40.62 	 144.10 	 60.16
40.65 	 144.30 	 60.16
40.67 	 144.60 	 60.14
40.70 	 144.20 	 60.13
40.73 	 144.40 	 60.11
40.75 	 144.40 	 60.09
40.77 	 144.30 	 60.08
40.80 	 144.70 	 60.07
40.83 	 144.80 	 60.08
40.85 	 145.10 	 60.08
40.88 	 145.00 	 60.10
40.90 	 144.60 	 60.11
40.92 	 144.80 	 60.12
40.95 	 144.40 	 60.12
40.98 	 144.30 	 60.12
41.00 	 144.40 	 60.11
41.02 	 143.90 	 60.10
41.05 	 144.50 	 60.08
41.08 	 144.60 	 60.06
41.10 	 144.30 	 60.04
41.12 	 144.40 	 60.03
41.15 	 144.20 	 60.01
41.17 	 144.40 	 60.01
41.20 	 144.50 	 60.01
41.23 	 144.40 	 60.02
41.25 	 144.10 	 60.03
41.27 	 144.40 	 60.05
41.30 	 144.20 	 60.07
41.33 	 144.10 	 60.08
41.35 	 144.70 	 60.08
41.38 	 144.10 	 60.08
41.40 	 144.70 	 60.06
41.42 	 144.60 	 60.03
41.45 	 145.20 	 60.00
41.48 	 145.00 	 59.97
41.50 	 144.80 	 59.93
41.52 	 144.40 	 59.91
41.55 	 144.70 	 59.89
41.58 	 144.00 	 59.89
41.60 	 144.40 	 59.90
41.62 	 144.10 	 59.92
41.65 	 144.10 	 59.95
41.67 	 144.40 	 59.98
41.70 	 144.30 	 60.01
41.73 	 144.00 	 60.05
41.75 	 144.50 	 60.08
41.77 	 144.30 	 60.11
41.80 	 144.30 	 60.13
41.83 	 144.30 	 60.16
41.85 	 144.20 	 60.18
41.88 	 144.10 	 60.19
41.90 	 144.50 	 60.21
41.92 	 144.40 	 60.22
41.95 	 144.50 	 60.22
41.98 	 144.50 	 60.21
42.00 	 144.40 	 60.18
42.02 	 144.50 	 60.14
42.05 	 144.70 	 60.08
42.08 	 144.90 	 60.01
42.10 	 145.40 	 59.95
42.12 	 144.90 	 59.90
42.15 	 145.10 	 59.86
42.17 	 144.60 	 59.84
42.20 	 144.30 	 59.85
42.23 	 144.50 	 59.87
42.25 	 143.80 	 59.89
42.27 	 144.40 	 59.92
42.30 	 144.00 	 59.95
42.33 	 143.70 	 59.98
42.35 	 144.40 	 60.00
42.38 	 143.90 	 60.02
42.40 	 144.20 	 60.04
42.42 	 144.20 	 60.06
42.45 	 144.20 	 60.09
42.48 	 144.00 	 60.12
42.50 	 144.30 	 60.14
42.52 	 144.30 	 60.16
42.55 	 144.20 	 60.17
42.58 	 144.40 	 60.16
42.60 	 144.40 	 60.14
42.62 	 144.70 	 60.11
42.65 	 144.60 	 60.07
42.67 	 144.50 	 60.03
42.70 	 144.30 	 59.99
42.73 	 144.60 	 59.95
42.75 	 144.50 	 59.92
42.77 	 145.10 	 59.88
42.80 	 145.20 	 59.85
42.83 	 144.90 	 59.82
42.85 	 145.20 	 59.78
42.88 	 144.60 	 59.75
42.90 	 144.60 	 59.73
42.92 	 144.00 	 59.71
42.95 	 144.20 	 59.71
42.98 	 144.30 	 59.72
43.00 	 143.80 	 59.75
43.02 	 144.30 	 59.80
43.05 	 144.00 	 59.86
43.08 	 144.10 	 59.94
43.10 	 144.20 	 60.01
43.12 	 144.30 	 60.08
43.15 	 143.90 	 60.13
43.17 	 144.20 	 60.16
43.20 	 143.90 	 60.17
43.23 	 144.20 	 60.16
43.25 	 144.20 	 60.13
43.27 	 144.60 	 60.10
43.30 	 144.30 	 60.07
43.33 	 144.40 	 60.04
43.35 	 144.40 	 60.03
43.38 	 144.30 	 60.03
43.40 	 144.50 	 60.04
43.42 	 144.50 	 60.05
43.45 	 144.20 	 60.05
43.48 	 144.50 	 60.03
43.50 	 144.80 	 60.00
43.52 	 145.10 	 59.94
43.55 	 145.30 	 59.87
43.58 	 145.10 	 59.80
43.60 	 144.80 	 59.73
43.62 	 144.70 	 59.68
43.65 	 143.90 	 59.66
43.67 	 144.60 	 59.68
43.70 	 143.90 	 59.72
43.73 	 144.20 	 59.78
43.75 	 144.20 	 59.87
43.77 	 144.10 	 59.95
43.80 	 144.30 	 60.03
43.83 	 143.80 	 60.10
43.85 	 144.30 	 60.15
43.88 	 144.10 	 60.17
43.90 	 144.20 	 60.18
43.92 	 144.40 	 60.16
43.95 	 144.10 	 60.14
43.98 	 144.60 	 60.11
44.00 	 143.90 	 60.08
44.02 	 144.50 	 60.07
44.05 	 144.40 	 60.07
44.08 	 143.80 	 60.09
44.10 	 144.60 	 60.11
44.12 	 144.40 	 60.13
44.15 	 144.10 	 60.13
44.17 	 144.60 	 60.13
44.20 	 144.70 	 60.10
44.23 	 145.10 	 60.06
44.25 	 145.40 	 60.01
44.27 	 145.00 	 59.96
44.30 	 145.10 	 59.92
44.33 	 144.70 	 59.88
44.35 	 144.30 	 59.86
44.38 	 144.60 	 59.85
44.40 	 143.90 	 59.86
44.42 	 144.30 	 59.87
44.45 	 144.10 	 59.89
44.48 	 143.90 	 59.92
44.50 	 144.30 	 59.95
44.52 	 144.10 	 59.97
44.55 	 143.90 	 59.99
44.58 	 144.20 	 60.01
44.60 	 144.20 	 60.02
44.62 	 144.00 	 60.03
44.65 	 144.60 	 60.04
44.67 	 144.10 	 60.06
44.70 	 144.40 	 60.07
44.73 	 144.30 	 60.08
44.75 	 144.20 	 60.10
44.77 	 144.10 	 60.13
44.80 	 144.40 	 60.15
44.83 	 144.10 	 60.19
44.85 	 144.20 	 60.23
44.88 	 144.50 	 60.27
44.90 	 144.10 	 60.31
44.92 	 144.20 	 60.36
44.95 	 144.50 	 60.40
44.98 	 144.00 	 60.44
45.00 	 142.90 	 60.47
45.02 	 143.30 	 60.48
45.05 	 143.00 	 60.47
45.08 	 142.60 	 60.46
45.10 	 141.40 	 60.45
45.12 	 140.00 	 60.44
45.15 	 139.00 	 60.45
45.17 	 137.80 	 60.47
45.20 	 136.80 	 60.51
45.23 	 136.00 	 60.57
45.25 	 134.90 	 60.65
45.27 	 134.20 	 60.72
45.30 	 133.30 	 60.79
45.33 	 132.50 	 60.84
45.35 	 131.50 	 60.85
45.38 	 130.70 	 60.82
45.40 	 130.20 	 60.75
45.42 	 128.80 	 60.64
45.45 	 128.00 	 60.49
45.48 	 127.60 	 60.33
