time [ms]	Pressure [Hgmm]	illuminance [lux]
8.75 	 20.50 	 58.47
8.78 	 20.60 	 58.23
8.80 	 20.80 	 58.58
8.82 	 21.50 	 59.05
8.85 	 20.50 	 59.75
8.88 	 21.80 	 58.93
8.90 	 20.60 	 59.05
8.93 	 22.40 	 58.70
8.95 	 20.40 	 59.05
8.97 	 23.20 	 59.28
9.00 	 20.90 	 59.17
9.03 	 23.70 	 59.87
9.05 	 20.70 	 59.05
9.07 	 23.90 	 59.87
9.10 	 20.80 	 59.87
9.12 	 24.20 	 58.70
9.15 	 20.50 	 60.92
9.18 	 24.60 	 59.17
9.20 	 21.10 	 59.98
9.22 	 24.20 	 59.05
9.25 	 21.40 	 59.52
9.28 	 24.50 	 59.63
9.30 	 21.30 	 59.87
9.32 	 24.60 	 60.68
9.35 	 21.10 	 59.52
9.38 	 25.00 	 60.45
9.40 	 21.10 	 60.22
9.43 	 25.20 	 58.23
9.45 	 21.40 	 60.10
9.47 	 24.70 	 58.58
9.50 	 24.60 	 58.35
9.53 	 24.20 	 58.58
9.55 	 24.20 	 58.47
9.57 	 24.20 	 58.93
9.60 	 24.80 	 59.40
9.62 	 25.10 	 59.63
9.65 	 25.00 	 59.17
9.68 	 25.20 	 59.05
9.70 	 25.90 	 59.05
9.72 	 25.90 	 59.63
9.75 	 26.10 	 59.75
9.78 	 26.70 	 59.52
9.80 	 26.60 	 59.17
9.82 	 27.00 	 59.28
9.85 	 26.80 	 59.52
9.88 	 27.60 	 59.75
9.90 	 26.20 	 60.10
9.93 	 28.30 	 59.98
9.95 	 25.90 	 59.40
9.97 	 29.10 	 60.22
10.00 	 25.90 	 58.93
10.03 	 29.40 	 59.75
10.05 	 26.20 	 61.03
10.07 	 29.60 	 59.17
10.10 	 26.30 	 60.22
10.12 	 29.60 	 59.52
10.15 	 26.70 	 59.87
10.18 	 30.10 	 60.45
10.20 	 26.90 	 60.10
10.22 	 30.70 	 60.45
10.25 	 27.20 	 58.93
10.28 	 31.20 	 59.75
10.30 	 27.40 	 58.00
10.32 	 31.60 	 59.05
10.35 	 28.00 	 59.87
10.38 	 31.90 	 58.23
10.40 	 28.40 	 59.75
10.43 	 32.10 	 58.70
10.45 	 28.80 	 59.75
10.47 	 32.30 	 59.63
10.50 	 29.50 	 59.63
10.53 	 32.90 	 60.22
10.55 	 29.90 	 59.05
10.57 	 33.60 	 59.98
10.60 	 30.20 	 58.47
10.62 	 34.20 	 59.28
10.65 	 30.40 	 60.45
10.68 	 34.60 	 59.05
10.70 	 30.90 	 59.63
10.72 	 34.70 	 59.28
10.75 	 31.40 	 60.10
10.78 	 34.90 	 59.98
10.80 	 31.90 	 59.98
10.82 	 35.40 	 60.22
10.85 	 32.40 	 58.93
10.88 	 35.80 	 60.10
10.90 	 32.40 	 59.40
10.93 	 36.40 	 59.28
10.95 	 33.00 	 61.03
10.97 	 36.70 	 59.17
11.00 	 32.90 	 60.10
11.03 	 37.10 	 59.63
11.05 	 33.80 	 60.57
11.07 	 37.60 	 60.92
11.10 	 34.30 	 60.45
11.12 	 38.30 	 59.87
11.15 	 35.20 	 58.70
11.18 	 34.80 	 60.10
11.20 	 37.40 	 60.33
11.22 	 35.00 	 60.57
11.25 	 37.70 	 58.82
11.28 	 35.00 	 59.98
11.30 	 38.80 	 58.82
11.32 	 34.50 	 59.98
11.35 	 39.10 	 59.98
11.38 	 34.90 	 60.22
11.40 	 39.00 	 59.63
11.43 	 34.90 	 59.28
11.45 	 39.40 	 59.63
11.47 	 35.70 	 58.93
11.50 	 39.70 	 60.57
11.53 	 36.10 	 60.80
11.55 	 40.40 	 58.82
11.57 	 36.60 	 60.10
11.60 	 40.70 	 59.28
11.62 	 36.80 	 60.68
11.65 	 41.30 	 60.10
11.68 	 37.70 	 60.10
11.70 	 40.20 	 60.68
11.72 	 37.40 	 60.10
11.75 	 42.00 	 60.22
11.78 	 37.70 	 59.40
11.80 	 42.10 	 61.38
11.82 	 37.90 	 61.38
11.85 	 42.40 	 59.28
11.88 	 38.40 	 60.57
11.90 	 42.30 	 59.75
11.93 	 38.50 	 61.15
11.95 	 42.80 	 60.57
11.97 	 39.20 	 60.68
12.00 	 43.30 	 59.87
12.03 	 39.50 	 58.93
12.05 	 43.90 	 59.75
12.07 	 39.90 	 59.17
12.10 	 43.60 	 60.92
12.12 	 40.00 	 59.52
12.15 	 44.60 	 58.23
12.18 	 40.60 	 60.10
12.20 	 43.40 	 59.98
12.22 	 40.80 	 61.03
12.25 	 44.00 	 60.22
12.28 	 40.90 	 60.10
12.30 	 44.60 	 59.75
12.32 	 41.20 	 59.28
12.35 	 44.50 	 59.98
12.38 	 41.40 	 59.40
12.40 	 44.80 	 61.03
12.43 	 41.70 	 58.93
12.45 	 45.30 	 59.05
12.47 	 42.10 	 60.68
12.50 	 44.80 	 59.98
12.53 	 42.60 	 61.03
12.55 	 44.10 	 60.68
12.57 	 42.50 	 60.68
12.60 	 46.50 	 59.98
12.62 	 42.10 	 59.63
12.65 	 46.10 	 60.45
12.68 	 41.80 	 60.22
12.70 	 46.60 	 61.61
12.72 	 42.40 	 59.40
12.75 	 46.80 	 59.28
12.78 	 43.00 	 61.03
12.80 	 47.50 	 59.87
12.82 	 43.50 	 60.80
12.85 	 47.70 	 59.63
12.88 	 43.90 	 59.63
12.90 	 48.20 	 59.28
12.93 	 44.50 	 59.05
12.95 	 48.30 	 59.98
12.97 	 44.80 	 59.63
13.00 	 48.80 	 60.80
13.03 	 45.40 	 58.70
13.05 	 47.80 	 59.40
13.07 	 45.60 	 60.80
13.10 	 49.40 	 59.40
13.12 	 45.60 	 60.68
13.15 	 49.80 	 59.75
13.18 	 45.50 	 59.75
13.20 	 50.10 	 59.40
13.22 	 45.80 	 59.52
13.25 	 50.20 	 60.68
13.28 	 46.00 	 60.22
13.30 	 50.50 	 60.80
13.32 	 46.50 	 59.17
13.35 	 50.80 	 59.05
13.38 	 46.60 	 61.03
13.40 	 51.00 	 59.87
13.43 	 47.10 	 61.61
13.45 	 51.20 	 60.22
13.47 	 47.40 	 60.68
13.50 	 51.50 	 60.10
13.53 	 48.00 	 60.10
13.55 	 51.80 	 61.03
13.57 	 48.50 	 60.92
13.60 	 50.90 	 61.85
13.62 	 49.10 	 60.68
13.65 	 50.40 	 60.10
13.68 	 48.50 	 60.92
13.70 	 52.90 	 58.93
13.72 	 48.80 	 60.10
13.75 	 52.40 	 59.17
13.78 	 49.00 	 59.40
13.80 	 52.30 	 59.05
13.82 	 48.90 	 59.75
13.85 	 52.90 	 60.80
13.88 	 49.20 	 59.87
13.90 	 53.10 	 60.57
13.93 	 49.30 	 58.93
13.95 	 53.60 	 58.82
13.97 	 49.90 	 61.15
14.00 	 53.70 	 59.63
14.03 	 50.20 	 60.57
14.05 	 54.10 	 59.75
14.07 	 50.80 	 59.87
14.10 	 54.30 	 59.98
14.12 	 51.30 	 60.57
14.15 	 54.80 	 61.15
14.18 	 51.70 	 60.33
14.20 	 55.00 	 61.38
14.22 	 52.10 	 59.75
14.25 	 54.50 	 59.87
14.28 	 52.40 	 61.96
14.30 	 55.80 	 60.68
14.32 	 52.90 	 61.61
14.35 	 54.30 	 61.15
14.38 	 52.60 	 61.26
14.40 	 56.50 	 60.92
14.43 	 52.20 	 61.26
14.45 	 56.80 	 61.96
14.47 	 52.50 	 60.92
14.50 	 56.70 	 61.03
14.53 	 53.30 	 59.05
14.55 	 56.80 	 59.05
14.57 	 53.80 	 61.38
14.60 	 57.10 	 59.52
14.62 	 54.10 	 60.68
14.65 	 57.30 	 59.17
14.68 	 54.50 	 60.22
14.70 	 57.80 	 60.10
14.72 	 54.50 	 60.57
14.75 	 58.50 	 61.15
14.78 	 55.20 	 60.45
14.80 	 59.10 	 60.57
14.82 	 55.50 	 59.17
14.85 	 59.80 	 59.75
14.88 	 56.00 	 61.85
14.90 	 58.60 	 60.68
14.93 	 56.00 	 61.26
14.95 	 60.50 	 59.98
14.97 	 56.30 	 60.80
15.00 	 60.30 	 60.80
15.03 	 56.30 	 61.38
15.05 	 60.40 	 61.50
15.07 	 56.70 	 60.57
15.10 	 60.60 	 61.61
15.12 	 56.80 	 60.45
15.15 	 60.90 	 61.96
15.18 	 57.20 	 62.66
15.20 	 61.30 	 60.92
15.22 	 57.40 	 61.73
15.25 	 61.50 	 60.80
15.28 	 57.90 	 61.73
15.30 	 62.00 	 62.55
15.32 	 58.70 	 62.31
15.35 	 60.80 	 61.73
15.38 	 58.80 	 60.68
15.40 	 61.70 	 60.57
15.43 	 58.70 	 59.75
15.45 	 62.00 	 61.26
15.47 	 58.90 	 61.96
15.50 	 62.50 	 59.63
15.53 	 58.30 	 61.15
15.55 	 62.20 	 59.98
15.57 	 57.80 	 61.03
15.60 	 62.20 	 60.80
15.62 	 58.20 	 61.38
15.65 	 62.10 	 60.80
15.68 	 58.30 	 60.10
15.70 	 62.20 	 60.57
15.72 	 59.00 	 59.40
15.75 	 62.30 	 62.08
15.78 	 59.10 	 61.96
15.80 	 62.50 	 60.22
15.82 	 59.30 	 61.26
15.85 	 62.90 	 60.68
15.88 	 59.60 	 61.61
15.90 	 63.30 	 61.85
15.93 	 59.90 	 62.08
15.95 	 63.70 	 61.73
15.97 	 60.10 	 61.15
16.00 	 64.20 	 61.73
16.02 	 60.50 	 60.57
16.05 	 64.50 	 63.25
16.07 	 60.70 	 63.13
16.10 	 64.90 	 61.15
16.12 	 61.30 	 62.31
16.15 	 65.10 	 59.87
16.18 	 62.00 	 60.92
16.20 	 66.00 	 60.33
16.23 	 62.70 	 60.57
16.25 	 66.00 	 60.10
16.27 	 63.00 	 59.75
16.30 	 66.10 	 60.57
16.32 	 63.30 	 60.22
16.35 	 66.40 	 62.31
16.38 	 63.70 	 62.20
16.40 	 66.80 	 60.45
16.43 	 63.60 	 61.61
16.45 	 67.40 	 60.10
16.48 	 64.40 	 61.26
16.50 	 67.80 	 61.38
16.52 	 64.20 	 61.38
16.55 	 68.50 	 61.03
16.57 	 64.50 	 60.68
16.60 	 68.50 	 61.50
16.62 	 64.40 	 61.15
16.65 	 68.60 	 62.90
16.68 	 64.70 	 63.01
16.70 	 68.50 	 61.03
16.73 	 64.70 	 62.78
16.75 	 69.00 	 61.85
16.77 	 65.00 	 63.25
16.80 	 68.80 	 62.43
16.82 	 65.00 	 62.78
16.85 	 69.00 	 62.66
16.88 	 65.20 	 61.96
16.90 	 69.10 	 63.25
16.93 	 65.50 	 62.43
16.95 	 69.60 	 64.53
16.98 	 66.10 	 62.66
17.00 	 70.20 	 59.40
17.02 	 66.70 	 60.92
17.05 	 70.70 	 59.87
17.07 	 66.90 	 61.38
17.10 	 70.70 	 60.33
17.12 	 67.00 	 60.57
17.15 	 71.00 	 60.57
17.18 	 67.30 	 60.10
17.20 	 70.50 	 62.08
17.23 	 67.50 	 61.61
17.25 	 70.80 	 62.78
17.27 	 67.90 	 62.31
17.30 	 71.00 	 59.98
17.32 	 68.40 	 61.61
17.35 	 71.30 	 60.92
17.38 	 68.50 	 62.55
17.40 	 71.40 	 61.61
17.43 	 68.90 	 61.85
17.45 	 72.00 	 61.85
17.48 	 69.00 	 61.50
17.50 	 72.30 	 63.01
17.52 	 69.10 	 62.43
17.55 	 72.60 	 63.71
17.57 	 69.10 	 63.60
17.60 	 72.90 	 61.61
17.62 	 69.10 	 63.95
17.65 	 73.30 	 63.01
17.68 	 69.50 	 64.30
17.70 	 73.70 	 63.13
17.73 	 70.00 	 63.36
17.75 	 73.50 	 63.25
17.77 	 70.10 	 63.48
17.80 	 73.90 	 64.41
17.82 	 70.80 	 63.60
17.85 	 74.30 	 64.53
17.88 	 71.80 	 60.92
17.90 	 75.30 	 59.52
17.93 	 72.20 	 61.50
17.95 	 75.10 	 60.92
17.98 	 72.20 	 61.73
18.00 	 75.50 	 61.15
18.02 	 72.50 	 61.38
18.05 	 75.10 	 61.61
18.07 	 72.60 	 61.73
18.10 	 75.80 	 62.90
18.12 	 73.00 	 61.96
18.15 	 76.00 	 63.13
18.18 	 73.20 	 61.15
18.20 	 76.50 	 60.33
18.23 	 73.30 	 62.66
18.25 	 76.70 	 61.73
18.27 	 73.40 	 63.25
18.30 	 76.90 	 61.96
18.32 	 73.30 	 62.66
18.35 	 77.00 	 62.43
18.38 	 73.50 	 62.66
18.40 	 77.20 	 63.95
18.43 	 73.30 	 63.13
18.45 	 77.50 	 64.41
18.48 	 73.40 	 62.43
18.50 	 77.80 	 63.01
18.52 	 73.80 	 65.35
18.55 	 78.00 	 63.83
18.57 	 74.00 	 64.76
18.60 	 77.80 	 63.95
18.62 	 74.10 	 64.30
18.65 	 77.90 	 64.06
18.68 	 74.50 	 64.30
18.70 	 78.50 	 65.00
18.73 	 75.70 	 63.13
18.75 	 79.50 	 62.55
18.77 	 76.20 	 59.98
18.80 	 79.60 	 60.45
18.82 	 75.90 	 62.66
18.85 	 79.40 	 61.61
18.88 	 75.80 	 62.78
18.90 	 79.10 	 62.08
18.93 	 77.50 	 62.31
18.95 	 79.10 	 62.43
18.98 	 79.30 	 63.25
19.00 	 79.80 	 63.13
19.02 	 78.30 	 63.01
19.05 	 80.70 	 63.01
19.07 	 78.50 	 62.08
19.10 	 81.80 	 62.31
19.12 	 78.80 	 64.65
19.15 	 82.50 	 63.25
19.18 	 79.00 	 64.06
19.20 	 82.50 	 63.71
19.23 	 79.20 	 63.95
19.25 	 82.50 	 63.83
19.27 	 79.50 	 64.53
19.30 	 82.40 	 65.11
19.32 	 79.70 	 63.83
19.35 	 82.70 	 64.88
19.38 	 79.40 	 63.60
19.40 	 82.20 	 63.83
19.43 	 79.40 	 66.05
19.45 	 82.50 	 64.06
19.48 	 79.80 	 65.23
19.50 	 83.30 	 63.71
19.52 	 81.20 	 62.55
19.55 	 84.10 	 61.26
19.57 	 81.10 	 62.08
19.60 	 84.10 	 62.31
19.62 	 81.30 	 61.26
19.65 	 84.30 	 62.78
19.68 	 80.70 	 61.61
19.70 	 84.10 	 63.01
19.73 	 80.70 	 65.23
19.75 	 84.50 	 63.25
19.77 	 80.60 	 64.41
19.80 	 84.80 	 63.25
19.82 	 81.10 	 63.60
19.85 	 85.00 	 63.71
19.88 	 81.20 	 64.06
19.90 	 85.10 	 64.41
19.93 	 81.20 	 63.83
19.95 	 84.80 	 64.65
19.98 	 84.20 	 63.13
20.00 	 84.00 	 64.53
20.02 	 84.10 	 64.53
20.05 	 84.70 	 64.65
20.07 	 84.90 	 64.30
20.10 	 85.20 	 64.30
20.12 	 85.70 	 65.00
20.15 	 86.00 	 65.11
20.18 	 86.10 	 65.58
20.20 	 87.10 	 65.23
20.23 	 85.40 	 65.00
20.25 	 88.30 	 65.46
20.27 	 86.60 	 64.41
20.30 	 90.50 	 62.78
20.32 	 87.60 	 62.90
20.35 	 88.00 	 62.55
20.38 	 86.90 	 62.20
20.40 	 90.20 	 61.03
20.43 	 86.60 	 62.66
20.45 	 89.30 	 63.13
20.48 	 85.00 	 63.60
20.50 	 88.70 	 64.18
20.52 	 84.00 	 63.13
20.55 	 88.70 	 64.30
20.57 	 84.30 	 63.13
20.60 	 88.30 	 65.23
20.62 	 87.60 	 63.13
20.65 	 87.60 	 63.01
20.68 	 87.30 	 63.48
20.70 	 87.50 	 63.83
20.73 	 88.00 	 64.06
20.75 	 88.20 	 64.53
20.77 	 88.70 	 64.88
20.80 	 88.90 	 64.53
20.82 	 89.10 	 64.41
20.85 	 89.80 	 64.41
20.88 	 90.10 	 64.88
20.90 	 90.60 	 65.35
20.93 	 89.70 	 65.46
20.95 	 91.80 	 64.53
20.98 	 89.50 	 65.35
21.00 	 92.50 	 64.53
21.02 	 89.90 	 65.93
21.05 	 92.40 	 65.81
21.07 	 89.90 	 65.23
21.10 	 93.50 	 65.11
21.12 	 91.20 	 64.65
21.15 	 95.00 	 63.95
21.18 	 91.50 	 61.85
21.20 	 95.40 	 62.90
21.23 	 91.30 	 63.25
21.25 	 94.70 	 61.85
21.27 	 90.90 	 63.36
21.30 	 94.20 	 63.25
21.32 	 90.50 	 65.11
21.35 	 93.60 	 64.30
21.38 	 90.40 	 64.65
21.40 	 93.70 	 64.41
21.43 	 90.70 	 63.95
21.45 	 93.50 	 64.53
21.48 	 92.50 	 63.95
21.50 	 93.10 	 64.76
21.52 	 93.10 	 64.30
21.55 	 93.30 	 63.60
21.57 	 93.20 	 64.41
21.60 	 93.50 	 64.53
21.62 	 93.80 	 65.00
21.65 	 94.10 	 65.11
21.68 	 94.50 	 65.11
21.70 	 94.90 	 64.53
21.73 	 94.90 	 64.65
