time [ms]	Pressure [Hgmm]	illuminance [lux]
20.82 	 91.70 	 1.29
20.85 	 90.20 	 0.84
20.88 	 93.20 	 0.22
20.90 	 92.30 	 -0.47
20.93 	 93.10 	 -1.10
20.95 	 92.90 	 -1.54
20.98 	 92.30 	 -1.73
21.00 	 91.80 	 -1.67
21.02 	 91.10 	 -1.41
21.05 	 93.30 	 -1.06
21.07 	 90.00 	 -0.72
21.10 	 93.40 	 -0.45
21.12 	 89.80 	 -0.28
21.15 	 93.30 	 -0.20
21.18 	 90.10 	 -0.17
21.20 	 94.50 	 -0.16
21.23 	 91.10 	 -0.15
21.25 	 94.10 	 -0.12
21.27 	 91.50 	 -0.06
21.30 	 95.00 	 0.04
21.32 	 91.60 	 0.18
21.35 	 96.00 	 0.36
21.38 	 92.30 	 0.59
21.40 	 96.20 	 0.88
21.43 	 93.50 	 1.20
21.45 	 94.90 	 1.51
21.48 	 94.30 	 1.71
21.50 	 94.00 	 1.70
21.52 	 95.60 	 1.43
21.55 	 94.60 	 0.89
21.57 	 95.80 	 0.17
21.60 	 96.20 	 -0.59
21.62 	 96.30 	 -1.23
21.65 	 95.70 	 -1.66
21.68 	 95.20 	 -1.82
21.70 	 94.50 	 -1.74
21.73 	 97.50 	 -1.46
21.75 	 93.60 	 -1.08
21.77 	 97.10 	 -0.67
21.80 	 93.40 	 -0.33
21.82 	 96.90 	 -0.09
21.85 	 93.30 	 0.05
21.88 	 97.70 	 0.12
21.90 	 94.90 	 0.15
21.93 	 97.90 	 0.17
21.95 	 95.10 	 0.19
21.98 	 99.00 	 0.23
22.00 	 95.00 	 0.31
22.02 	 99.50 	 0.43
22.05 	 96.30 	 0.63
22.07 	 99.50 	 0.89
22.10 	 97.00 	 1.18
22.12 	 100.40 	 1.44
22.15 	 98.20 	 1.59
22.18 	 98.10 	 1.55
22.20 	 99.40 	 1.27
22.23 	 100.30 	 0.75
22.25 	 100.80 	 0.05
22.27 	 100.90 	 -0.69
22.30 	 100.80 	 -1.29
22.32 	 100.10 	 -1.64
22.35 	 99.40 	 -1.70
22.38 	 98.70 	 -1.51
22.40 	 101.70 	 -1.14
22.43 	 97.50 	 -0.72
22.45 	 100.80 	 -0.32
22.48 	 97.40 	 -0.03
22.50 	 101.10 	 0.14
22.52 	 98.80 	 0.20
22.55 	 102.10 	 0.18
22.57 	 98.70 	 0.15
22.60 	 102.80 	 0.16
22.62 	 98.90 	 0.24
22.65 	 102.70 	 0.39
22.68 	 100.50 	 0.60
22.70 	 102.10 	 0.83
22.73 	 101.00 	 1.06
22.75 	 102.60 	 1.26
22.77 	 100.50 	 1.41
22.80 	 104.30 	 1.49
22.82 	 101.60 	 1.43
22.85 	 102.70 	 1.19
22.88 	 101.90 	 0.74
22.90 	 104.50 	 0.11
22.93 	 104.00 	 -0.59
22.95 	 104.30 	 -1.24
22.98 	 103.90 	 -1.71
23.00 	 103.20 	 -1.93
23.02 	 102.60 	 -1.89
23.05 	 104.20 	 -1.66
23.07 	 101.30 	 -1.32
23.10 	 104.10 	 -0.98
23.12 	 100.40 	 -0.71
23.15 	 104.00 	 -0.54
23.18 	 100.20 	 -0.49
23.20 	 103.60 	 -0.51
23.23 	 102.10 	 -0.53
23.25 	 103.30 	 -0.53
23.27 	 103.80 	 -0.48
23.30 	 103.90 	 -0.35
23.32 	 104.60 	 -0.16
23.35 	 103.20 	 0.08
23.38 	 106.20 	 0.36
23.40 	 104.70 	 0.67
23.43 	 106.80 	 0.98
23.45 	 105.80 	 1.28
23.48 	 106.10 	 1.53
23.50 	 106.20 	 1.70
23.52 	 106.00 	 1.75
23.55 	 105.80 	 1.64
23.57 	 108.00 	 1.33
23.60 	 107.20 	 0.82
23.62 	 107.70 	 0.20
23.65 	 107.50 	 -0.45
23.68 	 107.10 	 -0.99
23.70 	 106.20 	 -1.36
23.73 	 109.30 	 -1.51
23.75 	 105.00 	 -1.46
23.77 	 107.80 	 -1.24
23.80 	 104.80 	 -0.94
23.82 	 108.80 	 -0.62
23.85 	 105.60 	 -0.35
23.88 	 109.00 	 -0.18
23.90 	 105.80 	 -0.09
23.93 	 109.90 	 -0.06
23.95 	 106.40 	 -0.04
23.98 	 109.70 	 0.00
24.00 	 107.50 	 0.08
24.02 	 110.30 	 0.19
24.05 	 108.00 	 0.31
24.07 	 111.40 	 0.45
24.10 	 108.30 	 0.62
24.12 	 112.40 	 0.81
24.15 	 109.20 	 1.00
24.18 	 111.10 	 1.15
24.20 	 110.00 	 1.21
24.23 	 110.00 	 1.14
24.25 	 110.50 	 0.93
24.27 	 111.00 	 0.59
24.30 	 111.20 	 0.17
24.32 	 111.10 	 -0.26
24.35 	 110.40 	 -0.60
24.38 	 109.70 	 -0.81
24.40 	 112.30 	 -0.87
24.43 	 108.80 	 -0.79
24.45 	 112.20 	 -0.64
24.48 	 108.40 	 -0.49
24.50 	 112.30 	 -0.37
24.52 	 109.00 	 -0.31
24.55 	 112.40 	 -0.28
24.57 	 108.80 	 -0.25
24.60 	 111.90 	 -0.21
24.62 	 109.40 	 -0.14
24.65 	 112.80 	 -0.03
24.68 	 109.20 	 0.12
24.70 	 112.80 	 0.30
24.73 	 110.50 	 0.49
24.75 	 113.20 	 0.65
24.77 	 110.80 	 0.73
24.80 	 114.30 	 0.71
24.82 	 111.10 	 0.60
24.85 	 115.60 	 0.40
24.88 	 112.70 	 0.15
24.90 	 117.60 	 -0.13
24.93 	 115.70 	 -0.39
24.95 	 115.80 	 -0.59
24.98 	 116.40 	 -0.69
25.00 	 115.90 	 -0.71
25.02 	 115.10 	 -0.66
25.05 	 113.90 	 -0.59
25.07 	 117.10 	 -0.52
25.10 	 113.30 	 -0.44
25.12 	 116.70 	 -0.35
25.15 	 113.40 	 -0.24
25.18 	 116.40 	 -0.13
25.20 	 112.70 	 -0.03
25.23 	 116.70 	 0.04
25.25 	 114.00 	 0.11
25.27 	 116.90 	 0.17
25.30 	 113.60 	 0.24
25.32 	 117.60 	 0.32
25.35 	 114.50 	 0.38
25.38 	 117.40 	 0.43
25.40 	 115.10 	 0.47
25.43 	 118.10 	 0.50
25.45 	 115.50 	 0.52
25.48 	 119.40 	 0.50
25.50 	 116.20 	 0.44
25.52 	 121.10 	 0.32
25.55 	 119.10 	 0.16
25.57 	 119.70 	 -0.01
25.60 	 120.40 	 -0.17
25.62 	 119.90 	 -0.30
25.65 	 119.20 	 -0.40
25.68 	 118.40 	 -0.48
25.70 	 117.70 	 -0.53
25.73 	 120.70 	 -0.55
25.75 	 117.00 	 -0.53
25.77 	 120.50 	 -0.48
25.80 	 116.90 	 -0.39
25.82 	 120.00 	 -0.30
25.85 	 117.60 	 -0.19
25.88 	 121.00 	 -0.10
25.90 	 117.60 	 -0.03
25.93 	 121.00 	 -0.01
25.95 	 118.70 	 -0.03
25.98 	 121.30 	 -0.06
26.00 	 119.40 	 -0.07
26.02 	 122.30 	 -0.00
26.05 	 119.90 	 0.14
26.07 	 122.20 	 0.35
26.10 	 120.30 	 0.57
26.12 	 122.30 	 0.76
26.15 	 121.10 	 0.88
26.18 	 121.30 	 0.89
26.20 	 121.90 	 0.75
26.23 	 122.30 	 0.48
26.25 	 122.00 	 0.13
26.27 	 121.60 	 -0.24
26.30 	 121.00 	 -0.53
26.32 	 124.00 	 -0.70
26.35 	 119.60 	 -0.74
26.38 	 122.40 	 -0.68
26.40 	 119.70 	 -0.56
26.43 	 123.90 	 -0.43
26.45 	 120.00 	 -0.31
26.48 	 123.50 	 -0.22
26.50 	 121.30 	 -0.15
26.52 	 124.70 	 -0.11
26.55 	 121.30 	 -0.10
26.57 	 125.10 	 -0.09
26.60 	 122.10 	 -0.03
26.62 	 125.40 	 0.07
26.65 	 123.10 	 0.22
26.68 	 126.00 	 0.40
26.70 	 124.10 	 0.55
26.73 	 123.90 	 0.66
26.75 	 124.90 	 0.72
26.77 	 124.20 	 0.72
26.80 	 125.90 	 0.68
26.82 	 124.70 	 0.59
26.85 	 125.10 	 0.46
26.88 	 125.10 	 0.30
26.90 	 124.80 	 0.13
26.93 	 126.10 	 -0.03
26.95 	 123.60 	 -0.17
26.98 	 126.50 	 -0.32
27.00 	 122.50 	 -0.47
27.02 	 125.50 	 -0.60
27.05 	 123.70 	 -0.69
27.07 	 125.10 	 -0.72
27.10 	 124.90 	 -0.67
27.12 	 126.10 	 -0.57
27.15 	 124.80 	 -0.42
27.18 	 126.80 	 -0.24
27.20 	 125.50 	 -0.05
27.23 	 128.60 	 0.15
27.25 	 126.90 	 0.34
27.27 	 128.10 	 0.49
27.30 	 127.60 	 0.60
27.32 	 127.50 	 0.64
27.35 	 127.70 	 0.63
27.38 	 127.30 	 0.56
27.40 	 129.80 	 0.45
27.43 	 127.40 	 0.31
27.45 	 131.30 	 0.17
27.48 	 128.60 	 0.03
27.50 	 128.90 	 -0.08
27.52 	 128.80 	 -0.18
27.55 	 128.20 	 -0.27
27.57 	 131.10 	 -0.35
27.60 	 126.50 	 -0.41
27.62 	 129.20 	 -0.45
27.65 	 126.20 	 -0.46
27.68 	 130.30 	 -0.45
27.70 	 127.10 	 -0.42
27.73 	 129.70 	 -0.38
27.75 	 127.20 	 -0.34
27.77 	 131.10 	 -0.26
27.80 	 127.50 	 -0.17
27.82 	 131.30 	 -0.06
27.85 	 128.70 	 0.04
27.88 	 131.40 	 0.11
27.90 	 129.40 	 0.14
27.93 	 132.50 	 0.16
27.95 	 130.40 	 0.18
27.98 	 133.60 	 0.20
28.00 	 131.10 	 0.24
28.02 	 133.30 	 0.28
28.05 	 131.10 	 0.32
28.07 	 135.10 	 0.38
28.10 	 133.20 	 0.44
28.12 	 133.60 	 0.47
28.15 	 133.80 	 0.45
28.18 	 133.60 	 0.35
28.20 	 132.90 	 0.17
28.23 	 132.20 	 -0.03
28.25 	 134.40 	 -0.22
28.27 	 130.90 	 -0.38
28.30 	 134.30 	 -0.49
28.32 	 130.50 	 -0.56
28.35 	 133.70 	 -0.60
28.38 	 130.00 	 -0.62
28.40 	 133.30 	 -0.63
28.43 	 132.10 	 -0.64
28.45 	 133.40 	 -0.64
28.48 	 133.00 	 -0.60
28.50 	 133.70 	 -0.51
28.52 	 133.30 	 -0.37
28.55 	 134.50 	 -0.19
28.57 	 133.60 	 0.01
28.60 	 136.50 	 0.20
28.62 	 134.80 	 0.37
28.65 	 136.70 	 0.54
28.68 	 135.80 	 0.70
28.70 	 136.20 	 0.84
28.73 	 136.40 	 0.92
28.75 	 135.80 	 0.95
28.77 	 135.50 	 0.91
28.80 	 137.60 	 0.82
28.82 	 136.00 	 0.68
28.85 	 136.40 	 0.50
28.88 	 136.30 	 0.27
28.90 	 135.30 	 0.02
28.93 	 138.30 	 -0.22
28.95 	 134.00 	 -0.41
28.98 	 136.80 	 -0.51
29.00 	 133.20 	 -0.55
29.02 	 136.10 	 -0.53
29.05 	 137.20 	 -0.50
29.07 	 135.00 	 -0.44
29.10 	 137.80 	 -0.38
29.12 	 135.60 	 -0.30
29.15 	 139.40 	 -0.21
29.18 	 136.40 	 -0.13
29.20 	 140.20 	 -0.05
29.23 	 137.20 	 0.03
29.25 	 141.20 	 0.12
29.27 	 138.60 	 0.22
29.30 	 139.20 	 0.32
29.32 	 139.10 	 0.37
29.35 	 138.80 	 0.38
29.38 	 140.30 	 0.33
29.40 	 137.80 	 0.25
29.43 	 141.00 	 0.16
29.45 	 138.10 	 0.06
29.48 	 141.90 	 -0.04
29.50 	 139.10 	 -0.14
29.52 	 142.70 	 -0.23
29.55 	 139.70 	 -0.31
29.57 	 141.90 	 -0.36
29.60 	 139.70 	 -0.39
29.62 	 142.50 	 -0.38
29.65 	 138.60 	 -0.35
29.68 	 141.90 	 -0.29
29.70 	 139.70 	 -0.21
29.73 	 142.50 	 -0.14
29.75 	 139.90 	 -0.08
29.77 	 143.70 	 -0.04
29.80 	 140.20 	 -0.00
29.82 	 144.20 	 0.05
29.85 	 141.30 	 0.13
29.88 	 144.40 	 0.23
29.90 	 142.20 	 0.32
29.93 	 141.80 	 0.37
29.95 	 145.50 	 0.40
29.98 	 142.80 	 0.39
30.00 	 142.50 	 0.34
30.02 	 143.80 	 0.24
30.05 	 142.00 	 0.09
30.07 	 145.50 	 -0.09
30.10 	 142.20 	 -0.27
30.12 	 145.40 	 -0.41
30.15 	 141.50 	 -0.49
30.18 	 145.00 	 -0.50
30.20 	 141.60 	 -0.45
30.23 	 145.10 	 -0.38
30.25 	 143.70 	 -0.30
30.27 	 147.40 	 -0.20
30.30 	 143.30 	 -0.09
30.32 	 146.50 	 0.04
30.35 	 143.50 	 0.15
30.38 	 145.90 	 0.25
30.40 	 143.50 	 0.30
30.43 	 147.30 	 0.30
30.45 	 144.00 	 0.26
30.48 	 147.50 	 0.19
30.50 	 144.70 	 0.11
30.52 	 147.60 	 0.06
30.55 	 145.80 	 0.08
30.57 	 145.30 	 0.15
30.60 	 148.70 	 0.28
30.62 	 146.30 	 0.42
30.65 	 145.80 	 0.52
30.68 	 148.90 	 0.57
30.70 	 146.00 	 0.55
30.73 	 149.50 	 0.47
30.75 	 146.60 	 0.34
30.77 	 148.20 	 0.19
30.80 	 146.30 	 0.01
30.82 	 150.20 	 -0.16
30.85 	 146.90 	 -0.30
30.88 	 149.50 	 -0.38
30.90 	 146.90 	 -0.39
30.93 	 150.90 	 -0.33
30.95 	 147.40 	 -0.22
30.98 	 150.90 	 -0.08
31.00 	 149.10 	 0.06
31.02 	 149.00 	 0.14
31.05 	 148.20 	 0.15
31.07 	 151.00 	 0.06
31.10 	 147.90 	 -0.10
31.12 	 151.20 	 -0.27
31.15 	 147.90 	 -0.42
31.18 	 150.80 	 -0.51
31.20 	 147.20 	 -0.52
31.23 	 150.20 	 -0.47
31.25 	 146.70 	 -0.37
31.27 	 150.80 	 -0.24
31.30 	 147.50 	 -0.12
31.32 	 150.50 	 -0.02
31.35 	 147.50 	 0.03
31.38 	 151.80 	 0.03
31.40 	 148.10 	 -0.01
31.43 	 151.60 	 -0.08
31.45 	 149.30 	 -0.13
31.48 	 151.90 	 -0.16
31.50 	 150.20 	 -0.17
31.52 	 152.80 	 -0.17
31.55 	 150.60 	 -0.16
31.57 	 153.90 	 -0.14
31.60 	 150.90 	 -0.09
31.62 	 154.80 	 -0.02
31.65 	 151.70 	 0.08
31.68 	 154.80 	 0.21
31.70 	 152.60 	 0.35
31.73 	 152.30 	 0.49
31.75 	 155.50 	 0.61
31.77 	 153.50 	 0.66
31.80 	 153.10 	 0.62
31.82 	 152.60 	 0.48
31.85 	 155.50 	 0.29
31.88 	 151.70 	 0.10
31.90 	 154.90 	 -0.04
31.93 	 151.10 	 -0.12
31.95 	 154.30 	 -0.16
31.98 	 151.70 	 -0.18
32.00 	 155.10 	 -0.18
32.02 	 151.40 	 -0.17
32.05 	 155.30 	 -0.14
32.08 	 152.70 	 -0.11
32.10 	 155.30 	 -0.07
32.12 	 153.00 	 -0.06
32.15 	 156.40 	 -0.06
32.17 	 153.00 	 -0.07
32.20 	 157.30 	 -0.11
32.23 	 154.10 	 -0.16
32.25 	 157.20 	 -0.21
32.27 	 154.90 	 -0.25
32.30 	 157.60 	 -0.24
32.33 	 155.80 	 -0.18
32.35 	 157.00 	 -0.07
32.38 	 155.80 	 0.08
32.40 	 159.50 	 0.23
32.42 	 156.10 	 0.37
32.45 	 159.30 	 0.47
32.48 	 157.20 	 0.50
32.50 	 157.00 	 0.43
32.52 	 156.50 	 0.27
32.55 	 159.40 	 0.06
32.58 	 156.10 	 -0.13
32.60 	 159.90 	 -0.26
32.62 	 156.40 	 -0.29
32.65 	 159.40 	 -0.23
32.67 	 155.80 	 -0.10
32.70 	 159.20 	 0.03
32.73 	 156.90 	 0.14
32.75 	 159.80 	 0.20
32.77 	 156.50 	 0.20
32.80 	 160.00 	 0.14
32.83 	 157.30 	 0.02
32.85 	 159.80 	 -0.14
32.88 	 157.90 	 -0.28
32.90 	 160.90 	 -0.39
32.92 	 158.20 	 -0.43
32.95 	 161.60 	 -0.38
32.98 	 158.60 	 -0.28
33.00 	 161.90 	 -0.12
33.02 	 159.60 	 0.05
33.05 	 161.80 	 0.21
33.08 	 160.40 	 0.33
33.10 	 159.80 	 0.39
33.12 	 162.60 	 0.39
33.15 	 160.70 	 0.34
33.17 	 160.90 	 0.26
33.20 	 160.30 	 0.16
33.23 	 162.80 	 0.06
33.25 	 159.40 	 -0.04
33.27 	 162.40 	 -0.14
33.30 	 159.80 	 -0.23
33.33 	 163.10 	 -0.29
33.35 	 159.80 	 -0.34
33.38 	 163.00 	 -0.37
33.40 	 160.90 	 -0.37
33.42 	 163.30 	 -0.35
33.45 	 161.30 	 -0.29
33.48 	 164.20 	 -0.20
33.50 	 161.40 	 -0.09
33.52 	 165.00 	 0.03
33.55 	 161.90 	 0.14
33.58 	 165.40 	 0.26
33.60 	 162.40 	 0.36
33.62 	 165.60 	 0.45
33.65 	 163.60 	 0.49
33.67 	 163.30 	 0.47
33.70 	 165.80 	 0.39
33.73 	 163.80 	 0.28
33.75 	 165.00 	 0.14
33.77 	 163.10 	 0.01
33.80 	 165.60 	 -0.11
33.83 	 162.50 	 -0.22
33.85 	 165.80 	 -0.30
33.88 	 163.70 	 -0.35
33.90 	 166.70 	 -0.35
33.92 	 163.00 	 -0.30
33.95 	 166.00 	 -0.23
33.98 	 163.40 	 -0.16
34.00 	 166.10 	 -0.11
34.02 	 163.20 	 -0.07
34.05 	 166.90 	 -0.03
34.08 	 164.40 	 0.01
34.10 	 166.80 	 0.03
34.12 	 164.80 	 0.03
34.15 	 167.60 	 0.01
34.17 	 164.70 	 -0.00
34.20 	 168.60 	 0.00
34.23 	 165.50 	 0.03
34.25 	 169.20 	 0.07
34.27 	 166.10 	 0.11
34.30 	 168.80 	 0.12
34.33 	 167.30 	 0.12
34.35 	 168.00 	 0.10
34.38 	 167.20 	 0.06
34.40 	 170.90 	 -0.02
34.42 	 166.90 	 -0.11
34.45 	 169.90 	 -0.19
34.48 	 167.80 	 -0.23
34.50 	 170.70 	 -0.22
34.52 	 167.50 	 -0.16
34.55 	 171.50 	 -0.07
34.58 	 168.10 	 0.03
34.60 	 171.20 	 0.13
34.62 	 169.10 	 0.21
34.65 	 168.70 	 0.27
34.67 	 171.80 	 0.31
34.70 	 169.30 	 0.32
34.73 	 171.10 	 0.30
34.75 	 168.70 	 0.27
34.77 	 171.70 	 0.21
34.80 	 169.20 	 0.13
34.83 	 172.60 	 0.03
34.85 	 169.10 	 -0.08
34.88 	 171.90 	 -0.16
34.90 	 169.70 	 -0.21
34.92 	 172.40 	 -0.21
34.95 	 169.30 	 -0.17
34.98 	 173.50 	 -0.12
35.00 	 170.40 	 -0.05
35.02 	 173.20 	 0.02
35.05 	 171.20 	 0.09
35.08 	 172.80 	 0.14
35.10 	 171.20 	 0.18
35.12 	 174.70 	 0.16
35.15 	 171.40 	 0.11
35.17 	 174.40 	 0.04
35.20 	 172.10 	 -0.03
35.23 	 173.50 	 -0.08
35.25 	 172.00 	 -0.13
35.27 	 175.80 	 -0.15
35.30 	 172.40 	 -0.17
35.33 	 174.90 	 -0.14
35.35 	 172.20 	 -0.08
35.38 	 175.60 	 0.02
35.40 	 171.80 	 0.14
35.42 	 176.00 	 0.23
35.45 	 173.50 	 0.29
35.48 	 175.00 	 0.29
35.50 	 173.80 	 0.24
35.52 	 175.60 	 0.15
35.55 	 173.20 	 0.02
35.58 	 176.60 	 -0.11
35.60 	 174.40 	 -0.23
35.62 	 176.00 	 -0.30
35.65 	 173.30 	 -0.31
35.67 	 176.70 	 -0.28
35.70 	 174.30 	 -0.23
35.73 	 176.90 	 -0.18
35.75 	 173.50 	 -0.16
35.77 	 177.40 	 -0.16
35.80 	 174.60 	 -0.18
35.83 	 177.00 	 -0.23
35.85 	 175.20 	 -0.27
35.88 	 178.10 	 -0.30
35.90 	 175.00 	 -0.28
35.92 	 178.80 	 -0.21
35.95 	 175.70 	 -0.12
35.98 	 178.50 	 -0.02
36.00 	 176.40 	 0.05
36.02 	 179.00 	 0.10
36.05 	 177.20 	 0.13
36.08 	 177.70 	 0.14
36.10 	 176.80 	 0.12
36.12 	 180.20 	 0.08
36.15 	 177.10 	 0.04
36.17 	 179.80 	 0.02
36.20 	 176.20 	 0.03
36.23 	 180.10 	 0.07
36.25 	 177.30 	 0.11
36.27 	 179.90 	 0.14
36.30 	 176.60 	 0.14
36.33 	 180.10 	 0.14
36.35 	 177.30 	 0.14
36.38 	 179.70 	 0.15
36.40 	 177.80 	 0.18
36.42 	 181.10 	 0.21
36.45 	 178.10 	 0.24
36.48 	 181.60 	 0.25
36.50 	 178.20 	 0.25
36.52 	 181.80 	 0.23
36.55 	 179.20 	 0.18
36.58 	 182.00 	 0.13
36.60 	 180.10 	 0.09
36.62 	 181.40 	 0.06
36.65 	 180.40 	 0.03
36.67 	 182.40 	 0.01
36.70 	 180.00 	 -0.01
36.73 	 183.30 	 -0.03
36.75 	 181.00 	 -0.03
36.77 	 182.20 	 -0.01
36.80 	 179.90 	 0.01
36.83 	 183.50 	 0.02
36.85 	 180.90 	 -0.00
36.88 	 183.70 	 -0.03
36.90 	 180.10 	 -0.06
36.92 	 183.40 	 -0.06
36.95 	 181.10 	 -0.06
36.98 	 183.20 	 -0.07
37.00 	 181.10 	 -0.10
37.02 	 184.40 	 -0.15
37.05 	 181.10 	 -0.20
37.08 	 184.80 	 -0.23
37.10 	 181.80 	 -0.24
37.12 	 184.70 	 -0.21
37.15 	 182.70 	 -0.15
37.17 	 185.20 	 -0.06
37.20 	 183.30 	 0.02
37.23 	 185.70 	 0.09
37.25 	 183.90 	 0.13
37.27 	 185.50 	 0.14
37.30 	 184.00 	 0.14
37.33 	 187.10 	 0.15
37.35 	 184.20 	 0.19
37.38 	 186.80 	 0.24
37.40 	 184.90 	 0.25
37.42 	 185.80 	 0.20
37.45 	 184.10 	 0.08
37.48 	 187.40 	 -0.06
37.50 	 184.90 	 -0.19
37.52 	 187.60 	 -0.29
37.55 	 183.60 	 -0.33
37.58 	 187.10 	 -0.32
37.60 	 184.70 	 -0.27
37.62 	 187.40 	 -0.21
37.65 	 184.20 	 -0.14
37.68 	 187.70 	 -0.09
37.70 	 184.90 	 -0.05
37.73 	 187.50 	 -0.03
37.75 	 185.40 	 -0.00
37.78 	 188.20 	 0.02
37.80 	 185.40 	 0.03
37.83 	 189.10 	 0.02
37.85 	 185.70 	 -0.02
37.88 	 189.20 	 -0.06
37.91 	 186.60 	 -0.09
37.93 	 189.20 	 -0.09
37.96 	 187.20 	 -0.07
37.98 	 189.80 	 -0.07
38.01 	 188.00 	 -0.08
38.03 	 190.70 	 -0.12
38.06 	 188.30 	 -0.18
38.09 	 191.10 	 -0.23
38.11 	 188.60 	 -0.26
38.14 	 192.00 	 -0.24
38.16 	 188.90 	 -0.16
38.19 	 192.60 	 -0.01
38.22 	 189.50 	 0.19
38.24 	 191.40 	 0.38
38.27 	 190.20 	 0.52
38.29 	 189.70 	 0.57
38.32 	 191.60 	 0.52
38.35 	 189.10 	 0.39
38.37 	 192.30 	 0.22
38.40 	 189.40 	 0.05
38.42 	 192.10 	 -0.09
38.45 	 188.60 	 -0.19
38.48 	 191.30 	 -0.25
38.50 	 187.90 	 -0.26
38.53 	 190.60 	 -0.23
38.55 	 191.60 	 -0.18
38.58 	 188.60 	 -0.12
38.61 	 192.20 	 -0.05
38.63 	 189.20 	 0.02
38.66 	 192.30 	 0.08
38.68 	 190.10 	 0.13
38.71 	 192.60 	 0.14
38.74 	 190.80 	 0.12
38.76 	 193.20 	 0.08
38.79 	 191.60 	 0.05
38.81 	 194.00 	 0.05
38.84 	 191.80 	 0.09
38.87 	 194.50 	 0.14
38.89 	 192.60 	 0.20
38.92 	 195.20 	 0.24
38.94 	 193.10 	 0.27
38.97 	 196.10 	 0.26
39.00 	 193.70 	 0.23
39.02 	 195.90 	 0.18
39.05 	 193.60 	 0.13
39.07 	 197.30 	 0.11
39.10 	 193.80 	 0.11
39.13 	 197.10 	 0.12
39.15 	 194.80 	 0.12
39.18 	 195.80 	 0.08
39.20 	 194.70 	 0.00
39.23 	 198.00 	 -0.09
39.26 	 194.70 	 -0.18
39.28 	 196.80 	 -0.26
39.31 	 194.50 	 -0.29
39.33 	 197.80 	 -0.29
39.36 	 194.40 	 -0.24
39.39 	 197.40 	 -0.18
39.41 	 195.00 	 -0.11
39.44 	 197.50 	 -0.08
39.46 	 195.40 	 -0.09
39.49 	 198.60 	 -0.12
39.52 	 195.40 	 -0.16
39.54 	 198.80 	 -0.17
39.57 	 195.70 	 -0.16
39.59 	 198.90 	 -0.12
39.62 	 196.60 	 -0.07
39.65 	 198.90 	 -0.01
39.67 	 196.90 	 0.05
39.70 	 199.40 	 0.09
39.72 	 197.40 	 0.09
39.75 	 200.40 	 0.03
39.78 	 197.70 	 -0.06
39.80 	 200.70 	 -0.17
39.83 	 197.90 	 -0.25
39.85 	 201.40 	 -0.30
39.88 	 198.30 	 -0.29
39.91 	 201.90 	 -0.23
39.93 	 198.70 	 -0.11
39.96 	 201.30 	 0.06
39.98 	 199.40 	 0.24
40.01 	 200.80 	 0.42
40.04 	 199.70 	 0.54
40.06 	 199.30 	 0.59
40.09 	 201.80 	 0.55
40.11 	 198.30 	 0.43
40.14 	 201.10 	 0.25
40.17 	 198.90 	 0.06
40.19 	 201.80 	 -0.12
40.22 	 198.30 	 -0.24
40.24 	 200.70 	 -0.30
40.27 	 198.60 	 -0.28
40.30 	 201.20 	 -0.21
40.32 	 198.10 	 -0.12
40.35 	 201.70 	 -0.05
40.37 	 198.70 	 -0.01
40.40 	 201.20 	 -0.01
40.43 	 199.30 	 -0.06
40.45 	 201.70 	 -0.14
40.48 	 198.90 	 -0.21
40.50 	 202.30 	 -0.25
40.53 	 199.10 	 -0.22
40.56 	 202.70 	 -0.14
40.58 	 199.80 	 -0.03
40.61 	 199.10 	 0.07
40.63 	 202.40 	 0.12
40.66 	 199.70 	 0.12
40.69 	 200.60 	 0.08
40.71 	 199.20 	 0.03
40.74 	 202.00 	 -0.00
40.76 	 198.30 	 -0.01
40.79 	 200.70 	 0.00
40.82 	 198.40 	 0.04
40.84 	 201.50 	 0.07
40.87 	 198.00 	 0.07
40.89 	 200.90 	 0.04
40.92 	 198.70 	 -0.02
40.95 	 201.20 	 -0.07
40.97 	 198.50 	 -0.08
41.00 	 201.80 	 -0.04
41.02 	 198.70 	 0.03
41.05 	 201.90 	 0.10
41.08 	 199.70 	 0.15
41.10 	 199.20 	 0.18
41.13 	 202.00 	 0.18
41.15 	 199.40 	 0.16
41.18 	 201.30 	 0.14
41.21 	 198.60 	 0.10
41.23 	 201.20 	 0.04
41.26 	 199.20 	 -0.03
41.28 	 202.40 	 -0.09
41.31 	 199.00 	 -0.12
41.34 	 201.40 	 -0.12
41.36 	 199.00 	 -0.08
41.39 	 202.00 	 -0.01
41.41 	 199.10 	 0.06
41.44 	 202.80 	 0.14
41.47 	 199.40 	 0.19
41.49 	 201.20 	 0.22
41.52 	 200.00 	 0.21
41.54 	 199.60 	 0.19
41.57 	 200.40 	 0.16
41.60 	 198.70 	 0.13
41.62 	 201.40 	 0.08
41.65 	 197.80 	 0.00
41.67 	 200.30 	 -0.10
41.70 	 198.10 	 -0.20
41.73 	 201.20 	 -0.30
41.75 	 198.20 	 -0.37
41.78 	 200.60 	 -0.40
41.80 	 198.30 	 -0.39
41.83 	 201.50 	 -0.32
41.86 	 198.00 	 -0.21
41.88 	 201.00 	 -0.08
41.91 	 198.80 	 0.01
41.93 	 201.30 	 0.04
41.96 	 198.90 	 0.00
41.99 	 202.20 	 -0.08
