time [ms]	Pressure [Hgmm]	illuminance [lux]
1.52 	 0.30 	 50.78
1.55 	 0.30 	 50.43
1.57 	 0.00 	 50.08
1.60 	 0.50 	 50.66
1.62 	 0.30 	 51.13
1.65 	 0.40 	 51.01
1.68 	 0.40 	 50.78
1.70 	 0.50 	 50.08
1.73 	 0.20 	 50.31
1.75 	 0.30 	 50.90
1.77 	 0.50 	 51.25
1.80 	 0.30 	 51.36
1.82 	 0.60 	 50.55
1.85 	 0.50 	 50.66
1.88 	 0.50 	 49.85
1.90 	 0.40 	 50.43
1.93 	 0.40 	 50.90
1.95 	 0.50 	 50.55
1.98 	 -0.10 	 50.31
2.00 	 0.10 	 50.20
2.02 	 0.00 	 50.08
2.05 	 0.40 	 50.66
2.08 	 0.30 	 51.13
2.10 	 0.30 	 51.13
2.12 	 0.40 	 50.90
2.15 	 0.20 	 50.43
2.17 	 0.20 	 50.20
2.20 	 0.30 	 50.78
2.23 	 -0.10 	 51.01
2.25 	 -0.00 	 50.90
2.27 	 0.30 	 50.31
2.30 	 0.40 	 50.20
2.33 	 0.40 	 50.31
2.35 	 0.40 	 50.78
2.38 	 0.40 	 51.01
2.40 	 0.40 	 51.13
2.42 	 0.30 	 50.90
2.45 	 0.50 	 50.66
2.48 	 0.10 	 50.55
2.50 	 0.40 	 51.13
2.52 	 0.40 	 51.01
2.55 	 0.40 	 50.66
2.58 	 0.40 	 50.20
2.60 	 0.40 	 49.97
2.62 	 0.50 	 50.20
2.65 	 0.50 	 50.55
2.67 	 0.30 	 50.55
2.70 	 0.20 	 50.31
2.73 	 0.50 	 50.43
2.75 	 0.00 	 50.20
2.77 	 0.40 	 50.08
2.80 	 0.30 	 51.36
2.83 	 0.30 	 50.78
2.85 	 0.40 	 50.43
2.88 	 0.40 	 50.20
2.90 	 0.20 	 49.85
2.92 	 0.40 	 50.31
2.95 	 0.20 	 51.13
2.98 	 0.40 	 50.78
3.00 	 0.40 	 50.55
3.02 	 0.40 	 50.08
3.05 	 0.70 	 49.85
3.08 	 0.50 	 50.08
3.10 	 0.40 	 50.90
3.12 	 0.40 	 50.90
3.15 	 0.40 	 50.66
3.17 	 0.30 	 50.31
3.20 	 0.30 	 50.31
3.23 	 0.60 	 50.90
3.25 	 0.40 	 50.78
3.27 	 0.40 	 50.55
3.30 	 0.30 	 50.20
3.33 	 0.50 	 49.97
3.35 	 0.50 	 49.73
3.38 	 0.30 	 50.20
3.40 	 0.20 	 50.55
3.42 	 0.30 	 50.31
3.45 	 0.20 	 49.85
3.48 	 0.30 	 49.62
3.50 	 0.40 	 49.85
3.52 	 0.00 	 50.90
3.55 	 0.00 	 50.90
3.58 	 0.20 	 50.66
3.60 	 0.30 	 50.08
3.62 	 0.30 	 50.20
3.65 	 -0.10 	 49.85
3.67 	 0.40 	 50.90
3.70 	 0.50 	 51.13
3.73 	 0.40 	 50.31
3.75 	 0.10 	 50.08
3.77 	 0.40 	 50.20
3.80 	 0.40 	 50.43
3.83 	 0.40 	 50.78
3.85 	 0.50 	 51.36
3.88 	 0.40 	 50.90
3.90 	 0.40 	 50.20
3.92 	 0.60 	 49.97
3.95 	 0.50 	 50.43
3.98 	 0.30 	 50.43
4.00 	 0.40 	 50.66
4.03 	 0.50 	 50.66
4.05 	 0.40 	 49.85
4.08 	 0.30 	 49.97
4.10 	 0.20 	 50.43
4.12 	 0.40 	 50.78
4.15 	 0.20 	 50.90
4.17 	 0.30 	 50.55
4.20 	 0.30 	 50.20
4.22 	 0.10 	 49.97
4.25 	 0.30 	 49.85
4.28 	 0.20 	 50.55
4.30 	 0.30 	 50.78
4.33 	 0.20 	 50.31
4.35 	 0.50 	 49.85
4.38 	 0.30 	 49.85
4.40 	 0.30 	 50.55
4.42 	 0.40 	 50.78
4.45 	 0.30 	 50.90
4.47 	 0.00 	 50.31
4.50 	 0.40 	 49.97
4.53 	 0.40 	 49.97
4.55 	 0.40 	 49.85
4.58 	 0.40 	 50.31
4.60 	 0.40 	 50.08
4.62 	 0.50 	 49.62
4.65 	 0.30 	 49.38
4.67 	 0.30 	 49.73
4.70 	 0.50 	 50.08
4.72 	 0.30 	 50.90
4.75 	 0.20 	 50.20
4.78 	 0.30 	 49.62
4.80 	 0.30 	 49.73
4.83 	 0.20 	 49.73
4.85 	 0.40 	 49.97
4.88 	 0.30 	 50.31
4.90 	 0.30 	 50.43
4.92 	 0.20 	 50.20
4.95 	 0.20 	 49.73
4.97 	 0.30 	 49.97
5.00 	 0.30 	 50.66
5.03 	 0.40 	 50.43
5.05 	 0.60 	 50.08
5.08 	 0.40 	 49.97
5.10 	 0.50 	 49.38
5.12 	 0.40 	 49.97
5.15 	 0.60 	 50.66
5.17 	 0.50 	 50.43
5.20 	 2.30 	 49.62
5.22 	 0.70 	 48.92
5.25 	 2.20 	 49.03
5.28 	 0.50 	 49.50
5.30 	 4.40 	 48.57
5.33 	 0.60 	 49.73
5.35 	 5.00 	 48.22
5.38 	 0.40 	 49.03
5.40 	 4.70 	 48.57
5.42 	 0.50 	 48.69
5.45 	 4.20 	 49.38
5.47 	 0.60 	 49.15
5.50 	 4.40 	 49.73
5.53 	 1.10 	 48.57
5.55 	 4.80 	 49.15
5.58 	 1.10 	 50.08
5.60 	 4.90 	 49.27
5.62 	 1.20 	 50.43
5.65 	 5.20 	 48.80
5.67 	 1.70 	 48.92
5.70 	 5.60 	 49.03
5.72 	 2.00 	 49.97
5.75 	 5.80 	 50.43
5.78 	 2.40 	 50.20
5.80 	 6.20 	 50.08
5.83 	 2.80 	 49.27
5.85 	 6.30 	 49.85
5.88 	 3.50 	 50.55
5.90 	 4.40 	 50.43
5.92 	 4.00 	 50.43
5.95 	 3.90 	 50.08
5.97 	 3.90 	 50.20
6.00 	 5.60 	 49.73
6.03 	 4.00 	 50.55
6.05 	 6.00 	 50.90
6.08 	 3.80 	 50.31
6.10 	 8.10 	 50.08
6.12 	 3.80 	 48.92
6.15 	 7.70 	 50.20
6.17 	 3.70 	 49.27
6.20 	 7.60 	 49.62
6.22 	 3.90 	 50.78
6.25 	 7.80 	 49.15
6.28 	 4.50 	 50.08
6.30 	 8.00 	 49.85
6.33 	 4.60 	 50.78
6.35 	 8.80 	 51.36
6.38 	 5.10 	 50.90
6.40 	 8.90 	 50.78
6.42 	 5.70 	 50.08
6.45 	 7.20 	 51.13
6.47 	 6.30 	 50.90
6.50 	 6.50 	 51.83
6.53 	 6.50 	 51.48
6.55 	 6.40 	 51.13
6.58 	 7.70 	 50.31
6.60 	 6.30 	 51.59
6.62 	 9.10 	 51.25
6.65 	 6.00 	 51.83
6.67 	 10.20 	 51.25
6.70 	 5.90 	 50.31
6.72 	 9.90 	 51.01
6.75 	 6.40 	 50.31
6.78 	 10.50 	 51.94
6.80 	 6.60 	 52.53
6.83 	 10.40 	 50.90
6.85 	 6.90 	 51.48
6.88 	 10.90 	 50.78
6.90 	 7.40 	 52.29
6.92 	 11.10 	 52.18
6.95 	 7.90 	 52.18
6.97 	 10.00 	 52.53
7.00 	 8.10 	 52.29
7.03 	 10.80 	 52.18
7.05 	 8.90 	 51.94
7.08 	 9.00 	 53.34
7.10 	 8.90 	 53.46
7.12 	 9.00 	 52.41
7.15 	 8.90 	 52.18
7.17 	 10.30 	 51.94
7.20 	 8.20 	 52.88
7.22 	 12.50 	 52.29
7.25 	 8.40 	 52.41
7.28 	 12.70 	 51.94
7.30 	 8.90 	 51.48
7.33 	 12.70 	 52.41
7.35 	 9.00 	 52.18
7.38 	 13.20 	 53.69
7.40 	 9.40 	 52.18
7.42 	 13.40 	 51.48
7.45 	 10.30 	 52.88
7.47 	 10.30 	 53.34
7.50 	 12.00 	 53.57
7.53 	 10.50 	 53.92
7.55 	 12.00 	 53.46
7.58 	 10.30 	 53.11
7.60 	 14.10 	 52.76
7.62 	 10.50 	 52.41
7.65 	 14.60 	 53.69
7.67 	 10.70 	 53.22
7.70 	 14.80 	 53.81
7.72 	 11.50 	 53.11
7.75 	 11.60 	 53.22
7.78 	 11.70 	 53.69
7.80 	 13.00 	 53.92
7.83 	 11.50 	 54.04
7.85 	 14.90 	 52.88
7.88 	 11.30 	 52.88
7.90 	 15.10 	 52.64
7.92 	 11.30 	 52.76
7.95 	 15.00 	 54.16
7.97 	 11.20 	 53.11
8.00 	 15.10 	 53.92
8.03 	 11.60 	 54.04
8.05 	 15.50 	 52.53
8.07 	 12.00 	 54.39
8.10 	 15.70 	 53.57
8.12 	 12.80 	 54.39
8.15 	 16.30 	 53.69
8.18 	 13.40 	 53.69
8.20 	 14.30 	 53.92
8.22 	 13.30 	 54.04
8.25 	 16.70 	 54.51
8.28 	 13.50 	 54.04
8.30 	 16.30 	 54.51
8.32 	 13.80 	 53.46
8.35 	 16.40 	 53.34
8.38 	 13.90 	 54.74
8.40 	 17.00 	 53.81
8.43 	 13.90 	 54.39
8.45 	 18.20 	 53.11
8.47 	 14.60 	 53.34
8.50 	 15.70 	 54.16
8.53 	 14.60 	 54.27
8.55 	 17.80 	 54.74
8.57 	 14.80 	 54.27
8.60 	 17.50 	 54.86
8.62 	 14.50 	 53.22
8.65 	 18.20 	 52.88
8.68 	 15.00 	 55.20
8.70 	 18.60 	 53.92
8.72 	 15.10 	 54.51
8.75 	 19.00 	 53.69
8.78 	 15.50 	 54.04
8.80 	 19.30 	 54.16
8.82 	 16.20 	 54.86
8.85 	 16.30 	 55.79
8.88 	 16.10 	 55.55
8.90 	 18.90 	 54.86
8.93 	 16.20 	 54.16
8.95 	 20.20 	 53.81
8.97 	 16.10 	 55.67
9.00 	 20.10 	 54.27
9.03 	 16.80 	 54.74
9.05 	 18.60 	 54.04
9.07 	 16.80 	 54.62
9.10 	 20.60 	 54.51
9.12 	 17.30 	 55.32
9.15 	 19.40 	 55.44
9.18 	 17.70 	 54.51
9.20 	 17.60 	 55.20
9.22 	 19.70 	 54.51
9.25 	 17.00 	 53.92
9.28 	 21.00 	 54.39
9.30 	 17.20 	 55.44
9.32 	 21.40 	 54.04
9.35 	 17.00 	 54.86
9.38 	 21.40 	 54.04
9.40 	 18.20 	 54.97
9.43 	 21.50 	 55.55
9.45 	 18.20 	 55.32
9.47 	 22.20 	 55.20
9.50 	 19.30 	 54.04
9.53 	 19.20 	 55.32
9.55 	 19.10 	 55.44
9.57 	 21.00 	 54.97
9.60 	 19.20 	 55.90
9.62 	 21.40 	 54.62
9.65 	 18.70 	 54.97
9.68 	 22.40 	 54.27
9.70 	 18.50 	 55.44
9.72 	 22.20 	 55.55
9.75 	 18.60 	 55.20
9.78 	 22.80 	 55.20
9.80 	 19.00 	 54.27
9.82 	 22.60 	 55.44
9.85 	 19.30 	 54.86
9.88 	 23.10 	 54.74
9.90 	 20.20 	 56.25
9.93 	 23.80 	 54.51
9.95 	 20.80 	 54.97
9.97 	 22.90 	 55.32
10.00 	 21.00 	 56.02
10.03 	 23.30 	 55.90
10.05 	 21.20 	 55.44
10.07 	 23.50 	 55.55
10.10 	 21.50 	 54.97
10.12 	 23.30 	 55.67
10.15 	 21.30 	 55.44
10.18 	 25.00 	 54.62
10.20 	 21.00 	 56.02
10.22 	 25.20 	 54.39
10.25 	 21.50 	 55.20
10.28 	 25.30 	 55.09
10.30 	 22.00 	 55.90
10.32 	 25.70 	 55.67
10.35 	 22.40 	 55.55
10.38 	 25.00 	 55.55
10.40 	 22.70 	 55.32
10.43 	 25.20 	 55.90
10.45 	 23.10 	 55.67
10.47 	 23.10 	 56.95
10.50 	 25.00 	 55.32
10.53 	 23.20 	 55.79
10.55 	 26.00 	 54.97
10.57 	 23.00 	 56.14
10.60 	 26.60 	 55.67
10.62 	 22.40 	 56.02
10.65 	 26.20 	 55.79
10.68 	 22.10 	 55.09
10.70 	 25.80 	 55.44
10.72 	 21.80 	 55.20
10.75 	 25.50 	 56.84
10.78 	 22.20 	 55.55
10.80 	 25.90 	 54.51
10.82 	 22.60 	 55.90
10.85 	 26.80 	 54.97
10.88 	 23.20 	 56.14
10.90 	 27.10 	 55.79
10.93 	 23.60 	 55.67
10.95 	 27.60 	 55.20
10.97 	 24.50 	 55.09
11.00 	 28.40 	 55.55
11.03 	 25.00 	 55.20
11.05 	 29.00 	 56.95
11.07 	 26.10 	 55.55
11.10 	 26.50 	 55.90
11.12 	 26.30 	 55.67
11.15 	 26.10 	 56.49
11.18 	 27.70 	 56.49
11.20 	 26.10 	 56.60
11.22 	 28.70 	 56.02
11.25 	 25.50 	 55.79
11.28 	 29.50 	 55.09
11.30 	 25.40 	 55.32
11.32 	 29.40 	 56.49
11.35 	 25.20 	 55.79
11.38 	 28.90 	 56.37
11.40 	 24.80 	 56.14
11.43 	 28.80 	 54.51
11.45 	 25.40 	 56.37
11.47 	 28.90 	 55.44
11.50 	 25.30 	 56.49
11.53 	 29.60 	 55.55
11.55 	 26.10 	 55.67
11.57 	 30.00 	 55.55
11.60 	 26.50 	 55.44
11.62 	 30.70 	 56.37
11.65 	 27.50 	 55.67
11.68 	 31.20 	 56.37
11.70 	 28.10 	 55.32
11.72 	 31.20 	 55.55
11.75 	 29.00 	 56.95
11.78 	 29.40 	 56.84
11.80 	 29.50 	 56.60
11.82 	 29.00 	 56.14
11.85 	 28.60 	 55.90
11.88 	 32.20 	 55.09
11.90 	 28.30 	 55.44
11.93 	 32.60 	 56.14
11.95 	 28.90 	 55.20
11.97 	 32.30 	 56.25
12.00 	 29.00 	 54.62
12.03 	 33.00 	 54.62
12.05 	 29.10 	 56.60
12.07 	 33.20 	 55.20
12.10 	 30.00 	 56.37
12.12 	 32.40 	 55.20
12.15 	 30.40 	 55.79
12.18 	 30.40 	 56.25
12.20 	 32.10 	 56.25
12.22 	 30.70 	 56.49
12.25 	 32.20 	 56.37
12.28 	 30.00 	 55.79
12.30 	 33.80 	 55.44
12.32 	 29.70 	 56.72
12.35 	 33.40 	 55.32
12.38 	 29.20 	 56.84
12.40 	 33.10 	 54.97
12.43 	 29.80 	 55.79
12.45 	 33.10 	 55.32
12.47 	 30.30 	 55.90
12.50 	 33.90 	 56.14
12.53 	 30.70 	 55.90
12.55 	 34.60 	 56.14
12.57 	 31.30 	 55.09
12.60 	 35.30 	 55.67
12.62 	 32.20 	 56.49
12.65 	 34.60 	 55.67
12.68 	 32.40 	 56.49
12.70 	 35.70 	 55.09
12.72 	 33.20 	 55.55
12.75 	 33.20 	 55.67
12.78 	 33.40 	 56.14
12.80 	 32.90 	 56.60
12.82 	 35.60 	 56.02
12.85 	 32.70 	 55.32
12.88 	 36.30 	 55.55
12.90 	 32.10 	 54.16
12.93 	 35.60 	 55.67
12.95 	 31.30 	 56.37
12.97 	 35.30 	 54.74
13.00 	 32.10 	 55.44
13.03 	 35.60 	 54.27
13.05 	 32.30 	 55.20
13.07 	 36.10 	 55.79
13.10 	 32.60 	 55.67
13.12 	 36.70 	 55.44
13.15 	 33.30 	 54.97
13.18 	 37.20 	 55.44
13.20 	 33.80 	 54.27
13.22 	 37.80 	 56.25
13.25 	 35.00 	 56.72
13.28 	 36.80 	 55.67
13.30 	 35.00 	 56.02
13.32 	 37.90 	 55.32
13.35 	 35.70 	 56.02
13.38 	 35.60 	 56.37
13.40 	 37.20 	 55.90
13.43 	 35.70 	 55.44
13.45 	 37.70 	 55.32
13.47 	 35.50 	 54.62
13.50 	 39.00 	 55.32
13.53 	 34.70 	 54.16
13.55 	 38.10 	 54.39
13.57 	 33.90 	 55.44
13.60 	 37.60 	 54.16
13.62 	 34.30 	 55.09
13.65 	 38.00 	 55.09
13.68 	 34.70 	 55.67
13.70 	 38.70 	 55.55
13.72 	 34.90 	 54.86
13.75 	 39.10 	 54.74
13.78 	 35.60 	 54.39
13.80 	 39.50 	 55.20
13.82 	 36.30 	 54.51
13.85 	 40.00 	 54.62
13.88 	 37.10 	 55.67
13.90 	 40.90 	 54.39
13.93 	 37.70 	 55.32
13.95 	 40.50 	 55.79
13.97 	 38.40 	 56.25
14.00 	 39.10 	 56.25
14.03 	 39.00 	 55.90
14.05 	 38.40 	 55.44
14.07 	 40.10 	 55.20
14.10 	 37.50 	 55.44
14.12 	 40.90 	 56.72
14.15 	 37.00 	 56.14
14.18 	 41.20 	 54.27
14.20 	 37.80 	 55.67
14.22 	 41.20 	 54.51
14.25 	 38.10 	 55.79
14.28 	 41.90 	 54.97
14.30 	 38.20 	 55.20
14.32 	 42.30 	 54.51
14.35 	 38.70 	 54.04
14.38 	 42.70 	 54.86
14.40 	 39.20 	 54.51
14.43 	 43.20 	 56.14
14.45 	 40.00 	 54.62
14.47 	 42.50 	 54.27
14.50 	 40.30 	 55.20
14.53 	 42.80 	 55.20
14.55 	 41.20 	 55.90
14.57 	 40.70 	 56.37
14.60 	 42.40 	 55.32
14.62 	 40.60 	 54.97
14.65 	 44.30 	 54.62
14.68 	 40.20 	 54.04
14.70 	 43.50 	 55.90
14.72 	 39.20 	 54.74
14.75 	 43.80 	 56.14
14.78 	 40.20 	 55.44
14.80 	 43.50 	 54.04
14.82 	 40.60 	 55.90
14.85 	 43.90 	 55.44
14.88 	 40.80 	 55.90
14.90 	 44.70 	 54.97
14.93 	 41.50 	 55.32
14.95 	 44.70 	 55.09
14.97 	 42.10 	 54.97
15.00 	 45.70 	 56.14
15.03 	 42.90 	 55.20
15.05 	 43.20 	 56.02
15.07 	 42.90 	 55.20
15.10 	 44.50 	 54.74
15.12 	 43.10 	 55.90
15.15 	 44.20 	 55.67
15.18 	 42.20 	 56.02
15.20 	 45.60 	 54.62
15.22 	 41.50 	 54.86
15.25 	 45.00 	 55.09
15.28 	 40.70 	 54.97
15.30 	 44.30 	 56.25
15.32 	 41.20 	 54.97
15.35 	 44.60 	 55.44
15.38 	 41.20 	 55.44
15.40 	 45.10 	 54.39
15.43 	 41.60 	 56.25
15.45 	 45.50 	 55.20
15.47 	 42.00 	 55.79
15.50 	 45.90 	 54.74
15.53 	 42.80 	 54.97
15.55 	 46.50 	 55.55
15.57 	 43.10 	 55.79
15.60 	 47.00 	 56.49
15.62 	 44.00 	 55.20
15.65 	 47.70 	 55.90
15.68 	 44.70 	 54.27
15.70 	 48.20 	 54.74
15.72 	 45.20 	 56.95
15.75 	 49.10 	 55.20
15.78 	 46.00 	 55.44
15.80 	 46.50 	 55.20
15.82 	 45.90 	 55.55
15.85 	 48.50 	 54.86
15.88 	 46.30 	 55.44
15.90 	 47.70 	 56.25
15.93 	 45.50 	 55.55
15.95 	 48.60 	 55.44
15.97 	 45.00 	 53.81
16.00 	 49.20 	 54.62
16.02 	 45.10 	 56.25
16.05 	 48.20 	 54.74
16.07 	 45.60 	 55.67
16.10 	 49.00 	 54.62
16.12 	 45.80 	 54.74
16.15 	 49.60 	 55.32
16.18 	 46.20 	 55.55
16.20 	 49.90 	 56.02
16.23 	 46.70 	 55.09
16.25 	 50.30 	 55.79
16.27 	 47.10 	 54.62
16.30 	 50.80 	 54.74
16.32 	 47.60 	 56.72
16.35 	 51.40 	 55.20
16.38 	 48.40 	 55.79
16.40 	 50.00 	 55.20
16.43 	 48.50 	 55.44
16.45 	 51.30 	 56.02
16.48 	 48.80 	 56.49
16.50 	 50.30 	 56.02
16.52 	 49.00 	 55.20
16.55 	 50.90 	 55.09
16.57 	 48.40 	 54.04
16.60 	 51.60 	 54.04
16.62 	 47.40 	 55.90
16.65 	 51.40 	 54.16
16.68 	 48.10 	 55.20
16.70 	 51.40 	 54.86
16.73 	 47.90 	 55.09
16.75 	 51.90 	 55.32
16.77 	 47.80 	 55.55
16.80 	 51.70 	 55.44
16.82 	 48.40 	 54.51
16.85 	 51.90 	 55.09
16.88 	 48.70 	 54.27
16.90 	 52.20 	 56.02
16.93 	 49.30 	 56.25
16.95 	 52.70 	 54.51
16.98 	 49.80 	 55.55
17.00 	 53.20 	 54.62
17.02 	 50.40 	 55.20
17.05 	 53.80 	 56.02
17.07 	 50.70 	 55.79
17.10 	 54.60 	 55.79
17.12 	 51.40 	 54.74
17.15 	 54.30 	 55.79
17.18 	 51.80 	 54.74
17.20 	 53.90 	 56.72
17.23 	 52.50 	 56.49
17.25 	 52.20 	 55.55
17.27 	 53.40 	 54.51
17.30 	 52.10 	 55.09
17.32 	 55.30 	 54.39
17.35 	 50.90 	 55.55
17.38 	 54.30 	 55.32
17.40 	 50.10 	 54.51
17.43 	 53.50 	 54.62
17.45 	 49.20 	 54.16
17.48 	 52.40 	 55.55
17.50 	 51.80 	 54.62
17.52 	 52.30 	 54.51
17.55 	 52.10 	 54.62
17.57 	 52.40 	 54.39
17.60 	 52.90 	 54.51
17.62 	 53.70 	 55.55
17.65 	 53.30 	 55.67
17.68 	 55.20 	 55.20
17.70 	 53.60 	 55.20
17.73 	 56.50 	 55.09
17.75 	 54.70 	 54.62
17.77 	 54.70 	 56.02
17.80 	 55.10 	 56.37
17.82 	 55.10 	 56.02
17.85 	 54.60 	 55.44
17.88 	 56.20 	 54.86
17.90 	 53.30 	 55.67
17.93 	 56.60 	 55.20
17.95 	 53.10 	 56.14
17.98 	 57.00 	 54.74
18.00 	 53.00 	 54.62
18.02 	 56.10 	 54.27
18.05 	 53.20 	 53.81
18.07 	 56.60 	 55.20
18.10 	 53.00 	 54.27
18.12 	 56.70 	 53.81
18.15 	 53.00 	 55.32
18.18 	 56.80 	 54.16
18.20 	 53.60 	 55.55
18.23 	 57.30 	 55.09
18.25 	 54.10 	 55.79
18.27 	 57.80 	 54.86
18.30 	 54.90 	 54.51
18.32 	 58.40 	 54.86
18.35 	 55.10 	 54.27
18.38 	 59.00 	 55.79
18.40 	 55.90 	 55.09
18.43 	 59.40 	 56.02
18.45 	 56.50 	 55.20
18.48 	 59.80 	 54.04
18.50 	 56.90 	 55.67
18.52 	 60.00 	 55.67
18.55 	 57.40 	 55.67
18.57 	 60.60 	 54.97
18.60 	 57.90 	 55.09
18.62 	 59.40 	 55.32
18.65 	 58.30 	 55.79
18.68 	 59.60 	 56.25
18.70 	 57.90 	 55.79
18.73 	 61.20 	 55.55
18.75 	 57.90 	 54.74
18.77 	 61.20 	 53.46
18.80 	 57.20 	 55.67
18.82 	 60.90 	 54.51
18.85 	 57.70 	 54.97
18.88 	 60.60 	 54.27
18.90 	 57.70 	 54.27
18.93 	 60.80 	 54.86
18.95 	 57.80 	 54.62
18.98 	 61.20 	 56.02
19.00 	 58.20 	 54.86
19.02 	 61.50 	 55.44
19.05 	 58.50 	 55.32
19.07 	 61.80 	 54.16
19.10 	 58.70 	 55.90
19.12 	 62.00 	 55.09
19.15 	 58.90 	 55.55
19.18 	 62.50 	 54.51
19.20 	 59.30 	 54.62
19.23 	 62.90 	 54.74
19.25 	 59.70 	 55.44
19.27 	 63.10 	 56.25
19.30 	 60.30 	 55.20
19.32 	 63.40 	 55.67
19.35 	 60.80 	 56.02
19.38 	 64.00 	 54.86
19.40 	 61.40 	 56.14
19.43 	 62.50 	 55.67
19.45 	 61.80 	 55.32
19.48 	 61.90 	 55.09
19.50 	 61.20 	 54.86
19.52 	 64.10 	 54.27
19.55 	 60.00 	 54.51
19.57 	 63.60 	 55.32
19.60 	 60.00 	 54.16
19.62 	 63.00 	 55.09
19.65 	 59.80 	 53.69
19.68 	 63.50 	 54.27
19.70 	 59.80 	 55.90
19.73 	 63.60 	 54.51
19.75 	 59.80 	 54.74
19.77 	 63.70 	 54.16
19.80 	 60.40 	 54.86
19.82 	 63.80 	 54.97
19.85 	 60.70 	 55.20
19.88 	 64.10 	 55.44
19.90 	 61.30 	 54.62
19.93 	 64.50 	 55.09
19.95 	 61.40 	 53.92
19.98 	 65.00 	 54.86
20.00 	 61.90 	 56.14
20.02 	 65.50 	 54.51
20.05 	 62.10 	 55.20
20.07 	 65.60 	 54.62
20.10 	 62.40 	 54.97
20.12 	 65.80 	 55.79
20.15 	 62.70 	 55.44
20.18 	 66.20 	 56.02
20.20 	 63.00 	 55.32
20.23 	 66.90 	 55.20
20.25 	 63.60 	 53.92
20.27 	 67.20 	 54.39
20.30 	 64.20 	 55.44
20.32 	 67.70 	 53.81
20.35 	 64.40 	 55.09
20.38 	 67.90 	 53.81
20.40 	 64.80 	 54.97
20.43 	 68.10 	 54.97
20.45 	 65.00 	 55.55
20.48 	 68.50 	 55.44
20.50 	 65.60 	 54.27
20.52 	 68.80 	 54.74
20.55 	 65.90 	 54.04
20.57 	 69.10 	 54.74
20.60 	 66.30 	 55.79
20.62 	 68.20 	 54.51
20.65 	 66.40 	 54.97
20.68 	 69.50 	 54.39
20.70 	 66.50 	 55.79
20.73 	 69.70 	 55.79
20.75 	 66.50 	 55.44
20.77 	 69.90 	 55.55
20.80 	 67.00 	 54.86
20.82 	 70.10 	 55.20
20.85 	 67.20 	 54.51
20.88 	 70.20 	 55.32
20.90 	 67.60 	 56.37
20.93 	 69.40 	 55.09
20.95 	 68.10 	 55.20
20.98 	 69.40 	 55.09
21.00 	 67.50 	 55.55
21.02 	 71.10 	 55.09
21.05 	 67.50 	 55.09
21.07 	 70.20 	 54.86
21.10 	 67.30 	 53.81
21.12 	 70.50 	 55.09
21.15 	 66.80 	 54.62
21.18 	 70.20 	 56.49
21.20 	 66.60 	 55.90
21.23 	 70.40 	 54.16
21.25 	 67.00 	 55.20
21.27 	 70.40 	 54.27
21.30 	 67.10 	 55.79
21.32 	 70.40 	 55.79
21.35 	 67.40 	 55.32
21.38 	 70.70 	 55.09
21.40 	 67.60 	 54.51
21.43 	 70.70 	 55.20
21.45 	 67.90 	 54.74
21.48 	 70.90 	 56.72
21.50 	 68.30 	 56.25
21.52 	 71.50 	 54.39
21.55 	 68.50 	 55.20
21.57 	 71.90 	 54.74
21.60 	 68.60 	 56.14
21.62 	 72.00 	 55.90
21.65 	 69.30 	 55.79
21.68 	 72.40 	 55.55
21.70 	 69.30 	 54.51
21.73 	 72.90 	 54.97
21.75 	 69.90 	 54.62
