time [ms]	Pressure [Hgmm]	illuminance [lux]
41.33 	 151.00 	 63.13
41.35 	 148.70 	 62.78
41.38 	 151.00 	 63.25
41.40 	 148.70 	 62.20
41.42 	 150.70 	 64.30
41.45 	 148.50 	 64.18
41.48 	 151.40 	 61.96
41.50 	 148.70 	 63.60
41.52 	 151.60 	 62.31
41.55 	 148.90 	 63.60
41.58 	 151.80 	 63.13
41.60 	 148.80 	 63.36
41.62 	 151.50 	 63.25
41.65 	 148.60 	 62.55
41.67 	 152.00 	 63.36
41.70 	 148.80 	 64.30
41.73 	 152.00 	 62.43
41.75 	 148.80 	 63.60
41.77 	 151.50 	 62.31
41.80 	 149.00 	 63.01
41.83 	 151.90 	 62.90
41.85 	 149.00 	 63.25
41.88 	 151.90 	 63.60
41.90 	 148.60 	 62.66
41.92 	 151.50 	 63.48
41.95 	 149.20 	 62.08
41.98 	 151.60 	 61.96
42.00 	 149.20 	 64.06
42.02 	 151.70 	 63.01
42.05 	 149.40 	 63.36
42.08 	 150.70 	 63.01
42.10 	 149.40 	 63.25
42.12 	 150.80 	 63.71
42.15 	 148.30 	 63.60
42.17 	 152.30 	 63.83
42.20 	 148.80 	 62.08
42.23 	 151.10 	 61.85
42.25 	 148.50 	 63.95
42.27 	 151.20 	 62.43
42.30 	 147.50 	 63.83
42.33 	 150.50 	 63.01
42.35 	 147.60 	 62.90
42.38 	 150.20 	 62.78
42.40 	 147.50 	 62.66
42.42 	 150.40 	 63.71
42.45 	 147.30 	 63.48
42.48 	 150.50 	 64.06
42.50 	 146.40 	 63.48
42.52 	 150.50 	 61.85
42.55 	 147.30 	 63.60
42.58 	 150.10 	 62.90
42.60 	 147.20 	 63.71
42.62 	 149.60 	 63.13
42.65 	 148.60 	 62.55
42.67 	 150.00 	 62.90
42.70 	 147.70 	 62.20
42.73 	 150.20 	 63.83
42.75 	 147.90 	 64.06
42.77 	 150.60 	 62.20
42.80 	 147.80 	 63.36
42.83 	 150.70 	 62.20
42.85 	 148.10 	 63.36
42.88 	 151.30 	 63.48
42.90 	 148.60 	 62.90
42.92 	 151.50 	 63.48
42.95 	 148.80 	 62.78
42.98 	 151.70 	 63.48
