time [ms]	Pressure [Hgmm]	illuminance [lux]
34.23 	 119.90 	 59.05
34.25 	 119.90 	 58.70
34.27 	 120.00 	 58.47
34.30 	 120.10 	 58.70
34.33 	 120.30 	 59.52
34.35 	 120.20 	 59.52
34.38 	 120.60 	 59.05
34.40 	 120.50 	 58.93
34.42 	 120.80 	 58.70
34.45 	 121.20 	 59.40
34.48 	 120.90 	 59.63
34.50 	 121.40 	 59.87
34.52 	 121.40 	 59.17
34.55 	 121.50 	 59.05
34.58 	 121.90 	 59.05
34.60 	 121.60 	 59.52
34.62 	 122.30 	 59.98
34.65 	 122.00 	 59.40
34.67 	 122.20 	 59.52
34.70 	 122.20 	 58.70
34.73 	 122.30 	 59.17
34.75 	 122.60 	 59.40
34.77 	 122.40 	 59.98
34.80 	 123.10 	 59.40
34.83 	 123.40 	 59.40
34.85 	 123.50 	 59.05
34.88 	 123.70 	 59.05
34.90 	 123.10 	 59.17
34.92 	 123.40 	 59.98
34.95 	 122.90 	 59.17
34.98 	 123.30 	 59.05
35.00 	 122.60 	 58.82
35.02 	 123.70 	 59.17
35.05 	 122.90 	 59.63
35.08 	 123.70 	 59.75
35.10 	 123.60 	 59.17
35.12 	 123.60 	 58.93
35.15 	 124.00 	 59.17
35.17 	 124.00 	 59.40
35.20 	 124.00 	 59.75
35.23 	 124.50 	 59.98
35.25 	 124.30 	 59.40
35.27 	 124.60 	 58.93
35.30 	 124.50 	 59.28
35.33 	 124.70 	 59.63
35.35 	 125.00 	 59.87
35.38 	 124.80 	 59.75
35.40 	 125.10 	 59.52
35.42 	 125.10 	 58.93
35.45 	 125.00 	 58.93
35.48 	 126.10 	 59.40
35.50 	 125.80 	 59.63
35.52 	 126.30 	 59.98
35.55 	 126.00 	 59.17
35.58 	 125.90 	 59.05
35.60 	 125.90 	 59.28
35.62 	 125.70 	 59.98
35.65 	 126.30 	 59.63
35.67 	 126.00 	 59.63
35.70 	 126.30 	 59.17
35.73 	 126.20 	 59.05
35.75 	 126.40 	 58.93
35.77 	 126.70 	 59.98
35.80 	 126.30 	 59.98
35.83 	 127.00 	 59.87
35.85 	 126.90 	 58.93
35.88 	 126.80 	 58.93
35.90 	 126.90 	 59.40
35.92 	 127.20 	 59.87
35.95 	 127.20 	 59.98
35.98 	 127.60 	 59.98
36.00 	 127.60 	 59.40
36.02 	 127.70 	 59.17
36.05 	 127.70 	 59.52
36.08 	 127.80 	 59.98
36.10 	 128.30 	 60.22
36.12 	 128.50 	 59.63
36.15 	 128.80 	 59.52
36.17 	 129.10 	 59.17
36.20 	 128.30 	 59.75
36.23 	 129.00 	 60.22
36.25 	 128.10 	 59.40
36.27 	 129.00 	 59.52
36.30 	 128.60 	 59.17
36.33 	 128.70 	 59.17
36.35 	 129.10 	 59.75
36.38 	 128.90 	 59.87
36.40 	 129.50 	 60.45
36.42 	 129.10 	 59.40
36.45 	 129.30 	 59.28
36.48 	 129.70 	 59.28
36.50 	 129.40 	 59.98
36.52 	 129.70 	 59.98
36.55 	 129.50 	 59.75
36.58 	 129.80 	 59.52
36.60 	 130.00 	 59.28
36.62 	 129.90 	 59.40
36.65 	 130.30 	 59.52
36.67 	 130.60 	 60.10
36.70 	 130.40 	 59.87
36.73 	 130.90 	 59.63
36.75 	 131.40 	 59.52
36.77 	 131.10 	 59.75
36.80 	 131.30 	 59.98
36.83 	 130.80 	 59.87
36.85 	 131.00 	 59.63
36.88 	 131.20 	 59.40
36.90 	 130.80 	 59.28
36.92 	 131.40 	 59.52
36.95 	 131.10 	 59.98
36.98 	 131.30 	 59.63
37.00 	 131.60 	 59.98
37.02 	 131.60 	 59.75
37.05 	 131.50 	 59.40
37.08 	 132.00 	 59.63
37.10 	 131.80 	 59.87
37.12 	 132.10 	 60.22
37.15 	 132.30 	 59.98
37.17 	 132.10 	 59.75
37.20 	 132.30 	 59.17
37.23 	 132.40 	 59.40
37.25 	 132.80 	 60.10
37.27 	 132.70 	 60.45
37.30 	 133.20 	 59.87
37.33 	 133.10 	 59.52
37.35 	 133.60 	 59.40
37.38 	 133.90 	 60.22
37.40 	 133.60 	 60.10
37.42 	 134.00 	 60.22
37.45 	 133.40 	 59.40
37.48 	 133.70 	 59.17
37.50 	 133.60 	 59.52
37.52 	 133.60 	 59.98
37.55 	 133.90 	 60.22
37.58 	 133.90 	 60.10
37.60 	 133.80 	 59.98
37.62 	 134.70 	 59.40
37.65 	 134.00 	 59.98
37.67 	 134.20 	 59.98
37.70 	 134.70 	 59.87
37.73 	 134.40 	 60.22
37.75 	 134.70 	 59.40
37.77 	 134.70 	 59.40
37.80 	 134.80 	 59.52
37.83 	 135.20 	 59.87
37.85 	 135.10 	 59.98
37.88 	 134.90 	 59.98
37.90 	 135.40 	 59.98
37.92 	 135.80 	 59.40
37.95 	 135.90 	 59.63
37.98 	 136.30 	 60.45
38.00 	 136.00 	 60.22
38.02 	 135.90 	 59.98
38.05 	 136.00 	 59.52
38.08 	 136.10 	 59.40
38.10 	 135.90 	 59.75
38.12 	 136.50 	 59.98
38.15 	 136.20 	 60.10
38.17 	 136.50 	 60.10
38.20 	 136.60 	 59.98
38.23 	 136.50 	 59.75
38.25 	 136.50 	 59.87
38.27 	 136.70 	 60.10
38.30 	 136.70 	 59.87
38.33 	 136.90 	 59.75
38.35 	 137.30 	 59.75
38.38 	 137.20 	 59.63
38.40 	 137.60 	 59.98
38.42 	 137.50 	 60.33
38.45 	 137.60 	 60.10
38.48 	 137.60 	 59.87
38.50 	 138.00 	 59.52
38.52 	 138.20 	 59.98
38.55 	 138.20 	 60.10
38.58 	 138.60 	 60.45
38.60 	 138.10 	 60.45
38.62 	 138.30 	 59.52
38.65 	 138.70 	 59.28
38.67 	 138.50 	 59.40
38.70 	 138.60 	 59.98
38.73 	 138.70 	 60.22
38.75 	 138.70 	 60.22
38.77 	 138.60 	 59.40
38.80 	 139.00 	 59.40
38.83 	 138.90 	 59.87
38.85 	 138.70 	 60.22
38.88 	 139.60 	 60.10
38.90 	 139.50 	 59.98
38.92 	 139.50 	 59.98
38.95 	 139.60 	 59.63
38.98 	 139.70 	 59.75
39.00 	 139.90 	 60.33
39.02 	 140.00 	 60.68
39.05 	 140.40 	 60.22
39.08 	 140.70 	 59.40
39.10 	 140.70 	 59.75
39.12 	 141.10 	 60.10
39.15 	 140.80 	 60.57
39.17 	 140.80 	 60.33
39.20 	 140.70 	 59.63
39.23 	 140.80 	 59.75
39.25 	 140.30 	 59.52
39.27 	 141.90 	 59.98
39.30 	 140.50 	 59.63
39.33 	 141.80 	 60.68
39.35 	 140.90 	 59.87
39.38 	 141.40 	 59.40
39.40 	 141.50 	 59.75
39.42 	 142.00 	 60.45
39.45 	 141.70 	 60.33
39.48 	 142.20 	 59.98
39.50 	 142.00 	 59.63
39.52 	 142.20 	 59.40
39.55 	 142.40 	 59.40
39.58 	 142.40 	 60.22
39.60 	 142.50 	 60.45
39.62 	 142.70 	 59.63
39.65 	 142.70 	 59.75
39.67 	 143.30 	 59.52
39.70 	 143.50 	 59.63
39.73 	 142.80 	 60.45
39.75 	 142.70 	 60.22
39.77 	 143.00 	 59.87
39.80 	 143.30 	 59.40
39.83 	 142.90 	 59.52
39.85 	 143.70 	 59.87
39.88 	 143.00 	 60.68
39.90 	 144.00 	 59.87
39.92 	 143.10 	 59.98
39.95 	 144.60 	 59.75
39.98 	 143.70 	 59.63
40.00 	 144.00 	 60.10
40.02 	 143.90 	 60.68
40.05 	 144.40 	 60.68
40.08 	 143.70 	 59.87
40.10 	 144.40 	 59.63
40.12 	 144.50 	 59.52
40.15 	 144.40 	 60.10
40.17 	 144.80 	 60.33
40.20 	 144.80 	 60.10
40.23 	 144.50 	 60.22
40.25 	 145.30 	 59.52
40.27 	 145.30 	 59.63
40.30 	 144.60 	 60.33
40.33 	 144.90 	 60.68
40.35 	 144.50 	 59.75
40.38 	 144.40 	 59.87
40.40 	 144.20 	 59.52
40.42 	 144.50 	 60.22
40.45 	 144.40 	 60.33
40.48 	 144.10 	 60.10
40.50 	 144.20 	 59.98
40.52 	 144.50 	 59.87
40.55 	 143.90 	 59.98
40.58 	 144.40 	 60.10
40.60 	 144.20 	 60.33
40.62 	 144.10 	 60.33
40.65 	 144.30 	 60.45
40.67 	 144.60 	 59.98
40.70 	 144.20 	 59.75
40.73 	 144.40 	 60.22
40.75 	 144.40 	 60.10
40.77 	 144.30 	 60.33
40.80 	 144.70 	 59.98
40.83 	 144.80 	 59.75
40.85 	 145.10 	 59.98
40.88 	 145.00 	 60.22
40.90 	 144.60 	 60.45
40.92 	 144.80 	 60.45
40.95 	 144.40 	 59.63
40.98 	 144.30 	 59.98
41.00 	 144.40 	 59.87
41.02 	 143.90 	 60.57
41.05 	 144.50 	 60.22
41.08 	 144.60 	 59.98
41.10 	 144.30 	 59.98
41.12 	 144.40 	 59.87
41.15 	 144.20 	 59.87
41.17 	 144.40 	 60.22
41.20 	 144.50 	 60.33
41.23 	 144.40 	 59.87
41.25 	 144.10 	 59.98
41.27 	 144.40 	 59.52
41.30 	 144.20 	 60.22
41.33 	 144.10 	 60.33
41.35 	 144.70 	 60.33
41.38 	 144.10 	 60.22
41.40 	 144.70 	 59.75
41.42 	 144.60 	 59.75
41.45 	 145.20 	 59.98
41.48 	 145.00 	 60.45
41.50 	 144.80 	 59.98
41.52 	 144.40 	 59.98
41.55 	 144.70 	 59.40
41.58 	 144.00 	 59.63
41.60 	 144.40 	 60.10
41.62 	 144.10 	 60.10
41.65 	 144.10 	 60.45
41.67 	 144.40 	 59.75
41.70 	 144.30 	 59.63
41.73 	 144.00 	 59.75
41.75 	 144.50 	 60.10
41.77 	 144.30 	 60.80
41.80 	 144.30 	 60.45
41.83 	 144.30 	 59.98
41.85 	 144.20 	 59.75
41.88 	 144.10 	 59.75
41.90 	 144.50 	 60.45
41.92 	 144.40 	 60.45
41.95 	 144.50 	 60.33
41.98 	 144.50 	 59.98
42.00 	 144.40 	 59.98
42.02 	 144.50 	 60.10
42.05 	 144.70 	 60.68
42.08 	 144.90 	 60.68
42.10 	 145.40 	 59.63
42.12 	 144.90 	 59.28
42.15 	 145.10 	 59.17
42.17 	 144.60 	 59.98
42.20 	 144.30 	 60.33
42.23 	 144.50 	 60.22
42.25 	 143.80 	 59.75
42.27 	 144.40 	 59.75
42.30 	 144.00 	 59.75
42.33 	 143.70 	 60.10
42.35 	 144.40 	 60.45
42.38 	 143.90 	 60.33
42.40 	 144.20 	 59.63
42.42 	 144.20 	 59.63
42.45 	 144.20 	 59.98
42.48 	 144.00 	 59.87
42.50 	 144.30 	 60.57
42.52 	 144.30 	 60.45
42.55 	 144.20 	 60.22
42.58 	 144.40 	 59.98
42.60 	 144.40 	 59.98
42.62 	 144.70 	 60.57
42.65 	 144.60 	 60.10
42.67 	 144.50 	 59.63
42.70 	 144.30 	 59.98
42.73 	 144.60 	 59.63
42.75 	 144.50 	 59.63
42.77 	 145.10 	 60.45
42.80 	 145.20 	 60.68
42.83 	 144.90 	 59.40
42.85 	 145.20 	 59.28
42.88 	 144.60 	 59.52
42.90 	 144.60 	 59.75
42.92 	 144.00 	 60.45
42.95 	 144.20 	 59.63
42.98 	 144.30 	 59.75
43.00 	 143.80 	 59.75
43.02 	 144.30 	 59.17
43.05 	 144.00 	 59.63
43.08 	 144.10 	 60.45
43.10 	 144.20 	 60.22
43.12 	 144.30 	 59.98
43.15 	 143.90 	 59.98
43.17 	 144.20 	 59.87
43.20 	 143.90 	 60.45
43.23 	 144.20 	 60.68
43.25 	 144.20 	 60.10
43.27 	 144.60 	 60.22
43.30 	 144.30 	 59.52
43.33 	 144.40 	 59.75
43.35 	 144.40 	 60.22
43.38 	 144.30 	 60.33
43.40 	 144.50 	 59.87
43.42 	 144.50 	 59.75
43.45 	 144.20 	 59.98
43.48 	 144.50 	 59.98
43.50 	 144.80 	 60.45
43.52 	 145.10 	 60.68
43.55 	 145.30 	 59.98
43.58 	 145.10 	 58.93
43.60 	 144.80 	 59.52
43.62 	 144.70 	 59.52
43.65 	 143.90 	 60.10
43.67 	 144.60 	 59.63
43.70 	 143.90 	 59.87
43.73 	 144.20 	 59.52
43.75 	 144.20 	 59.52
43.77 	 144.10 	 59.98
43.80 	 144.30 	 60.68
43.83 	 143.80 	 60.45
43.85 	 144.30 	 59.63
43.88 	 144.10 	 59.98
43.90 	 144.20 	 59.75
43.92 	 144.40 	 60.68
43.95 	 144.10 	 60.68
43.98 	 144.60 	 60.22
44.00 	 143.90 	 59.75
44.02 	 144.50 	 59.75
44.05 	 144.40 	 59.40
44.08 	 143.80 	 60.45
44.10 	 144.60 	 60.45
44.12 	 144.40 	 60.10
44.15 	 144.10 	 60.22
44.17 	 144.60 	 59.98
44.20 	 144.70 	 60.10
44.23 	 145.10 	 60.68
44.25 	 145.40 	 59.87
44.27 	 145.00 	 59.98
44.30 	 145.10 	 59.40
44.33 	 144.70 	 59.52
44.35 	 144.30 	 59.75
44.38 	 144.60 	 60.45
44.40 	 143.90 	 60.10
44.42 	 144.30 	 60.22
44.45 	 144.10 	 59.40
44.48 	 143.90 	 59.40
44.50 	 144.30 	 59.87
44.52 	 144.10 	 60.57
44.55 	 143.90 	 60.33
44.58 	 144.20 	 59.75
44.60 	 144.20 	 59.98
44.62 	 144.00 	 59.75
44.65 	 144.60 	 59.63
44.67 	 144.10 	 60.57
44.70 	 144.40 	 60.68
44.73 	 144.30 	 59.75
44.75 	 144.20 	 59.63
44.77 	 144.10 	 59.98
44.80 	 144.40 	 60.33
44.83 	 144.10 	 60.68
44.85 	 144.20 	 60.45
44.88 	 144.50 	 59.87
44.90 	 144.10 	 60.22
44.92 	 144.20 	 59.98
44.95 	 144.50 	 60.45
44.98 	 144.00 	 60.45
45.00 	 142.90 	 60.80
45.02 	 143.30 	 60.92
45.05 	 143.00 	 60.10
45.08 	 142.60 	 60.22
45.10 	 141.40 	 60.68
45.12 	 140.00 	 60.57
45.15 	 139.00 	 60.57
45.17 	 137.80 	 60.10
45.20 	 136.80 	 60.45
45.23 	 136.00 	 60.33
45.25 	 134.90 	 60.80
45.27 	 134.20 	 61.15
45.30 	 133.30 	 60.92
45.33 	 132.50 	 60.33
45.35 	 131.50 	 60.45
45.38 	 130.70 	 60.92
45.40 	 130.20 	 61.03
45.42 	 128.80 	 61.15
45.45 	 128.00 	 60.92
45.48 	 127.60 	 60.33
